waveform;Bridge;FTC1;FTC2;Bridge (Filtered);Resistance_0;Resistance_1
t0;29/11/2021  15:32:11,749642;29/11/2021  15:32:11,749642;29/11/2021  15:32:11,749642;29/11/2021  15:32:11,749642;29/11/2021  15:32:12,286885;29/11/2021  15:32:12,286885
delta t;0,000100;0,000100;0,000100;0,000100;0,010000;0,010000

time;Bridge;FTC1;FTC2;Bridge (Filtered);Resistance_0;Resistance_1
29/11/2021  15:32:11,749642;9,394001E-1;1,044459E+1;1,657532E-1;2,738022E-5;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,749742;9,397101E-1;1,044459E+1;1,692285E-1;1,882304E-4;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,749842;9,402734E-1;1,044459E+1;1,600664E-1;6,572825E-4;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,749942;9,401840E-1;1,044459E+1;1,695444E-1;1,613725E-3;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750042;9,401273E-1;1,044459E+1;1,606983E-1;3,211849E-3;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750142;9,396028E-1;1,044459E+1;1,189953E-1;5,582653E-3;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750242;9,395998E-1;1,044459E+1;1,284213E-2;8,835414E-3;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750342;9,403270E-1;1,044459E+1;5,644075E-2;1,305928E-2;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750442;9,397667E-1;1,044459E+1;8,740209E-2;1,832481E-2;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750542;9,401333E-1;1,044459E+1;8,519056E-2;2,468545E-2;1,075964E+2;1,079516E+2
29/11/2021  15:32:11,750642;9,398502E-1;1,044459E+1;7,729226E-2;3,217881E-2;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,750742;9,399247E-1;1,044459E+1;1,852891E-2;4,082806E-2;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,750842;9,400171E-1;1,044459E+1;6,207563E-3;5,064317E-2;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,750942;9,398919E-1;1,044459E+1;4,943835E-3;6,162211E-2;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751042;9,396237E-1;1,044459E+1;5,891631E-3;7,375205E-2;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751142;9,399306E-1;1,044459E+1;8,735019E-3;8,701039E-2;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751242;9,398084E-1;1,044459E+1;5,012211E-2;1,013659E-1;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751342;9,396803E-1;1,044459E+1;7,002583E-2;1,167796E-1;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751442;9,393227E-1;1,044459E+1;7,002583E-2;1,332059E-1;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751542;9,402942E-1;1,044459E+1;7,887192E-2;1,505933E-1;1,075957E+2;1,079482E+2
29/11/2021  15:32:11,751642;9,397339E-1;1,044459E+1;1,066739E-1;1,688852E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,751742;9,395074E-1;1,044459E+1;1,063580E-1;1,880211E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,751842;9,396177E-1;1,044459E+1;1,035146E-1;2,079367E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,751942;9,392988E-1;1,044459E+1;5,738855E-2;2,285652E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752042;9,398651E-1;1,044459E+1;3,653703E-2;2,498374E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752142;9,398263E-1;1,044459E+1;1,139404E-1;2,716828E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752242;9,397518E-1;1,044459E+1;7,318515E-2;2,940300E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752342;9,396654E-1;1,044459E+1;4,854245E-2;3,168070E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752442;9,395819E-1;1,044459E+1;1,852891E-2;3,399421E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752542;9,394747E-1;1,044459E+1;2,168823E-2;3,633637E-1;1,075967E+2;1,079503E+2
29/11/2021  15:32:11,752642;9,397935E-1;1,044459E+1;2,168823E-2;3,870013E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,752742;9,401333E-1;1,044459E+1;3,527331E-2;4,107857E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,752842;9,396833E-1;1,044459E+1;1,726518E-2;4,346493E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,752942;9,395819E-1;1,044459E+1;2,137230E-2;4,585261E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753042;9,396594E-1;1,044459E+1;3,811669E-2;4,823524E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753142;9,397071E-1;1,044459E+1;1,196272E-1;5,060669E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753242;9,398144E-1;1,044459E+1;1,098333E-1;5,296106E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753342;9,399038E-1;1,044459E+1;1,240502E-1;5,529274E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753442;9,395134E-1;1,044459E+1;1,344760E-1;5,759641E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753542;9,399664E-1;1,044459E+1;2,270440E-1;5,986702E-1;1,075976E+2;1,079493E+2
29/11/2021  15:32:11,753642;9,398949E-1;1,044459E+1;1,663851E-1;6,209986E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,753742;9,397786E-1;1,044459E+1;3,211399E-2;6,429052E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,753842;9,398293E-1;1,044459E+1;7,286922E-2;6,643490E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,753942;9,397190E-1;1,044459E+1;5,770448E-2;6,852923E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754042;9,398859E-1;1,044459E+1;5,549295E-2;7,057007E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754142;9,399426E-1;1,044459E+1;2,958653E-2;7,255427E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754242;9,394836E-1;1,044459E+1;7,065769E-2;7,447905E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754342;9,395998E-1;1,044459E+1;4,633093E-2;7,634190E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754442;9,399515E-1;1,044459E+1;4,538313E-2;7,814065E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754542;9,396147E-1;1,044459E+1;6,839427E-3;7,987341E-1;1,075972E+2;1,079500E+2
29/11/2021  15:32:11,754642;9,395581E-1;1,044459E+1;1,094654E-2;8,153863E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,754742;9,400260E-1;1,044459E+1;1,157841E-2;8,313500E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,754842;9,397071E-1;1,044459E+1;1,505366E-2;8,466154E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,754942;9,400081E-1;1,044459E+1;2,200416E-2;8,611751E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755042;9,394776E-1;1,044459E+1;8,076751E-2;8,750246E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755142;9,398293E-1;1,044459E+1;2,958653E-2;8,881615E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755242;9,397012E-1;1,044459E+1;7,824006E-2;9,005863E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755342;9,398204E-1;1,044459E+1;7,981972E-2;9,123013E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755442;9,396147E-1;1,044459E+1;6,465498E-2;9,233113E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755542;9,399128E-1;1,044459E+1;4,759465E-2;9,336229E-1;1,075982E+2;1,079492E+2
29/11/2021  15:32:11,755642;9,398889E-1;1,044459E+1;5,928414E-2;9,432448E-1;1,075968E+2;1,079507E+2
29/11/2021  15:32:11,755742;9,398144E-1;1,044459E+1;1,066739E-1;9,521873E-1;1,075968E+2;1,079507E+2
