waveform	Bridge	FTC1	FTC2	Bridge (Filtered)	Resistance_0	Resistance_1
t0	29/11/2021  15:24:26,774489	29/11/2021  15:24:26,774489	29/11/2021  15:24:26,774489	29/11/2021  15:24:26,774489	29/11/2021  15:24:27,323301	29/11/2021  15:24:27,323301
delta t	0,000100	0,000100	0,000100	0,000100	0,010000	0,010000

time	Bridge	FTC1	FTC2	Bridge (Filtered)	Resistance_0	Resistance_1
29/11/2021  15:24:26,774489	9,398353E-1	1,044459E+1	2,317830E-1	2,739290E-5	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,774589	9,398383E-1	1,044459E+1	2,289396E-1	1,883087E-4	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,774689	9,401244E-1	1,044459E+1	1,900800E-1	6,575173E-4	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,774789	9,398591E-1	1,044459E+1	2,674833E-1	1,614197E-3	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,774889	9,404224E-1	1,044459E+1	1,259458E-1	3,212598E-3	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,774989	9,401929E-1	1,044459E+1	2,314671E-1	5,583723E-3	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,775089	9,398740E-1	1,044459E+1	1,847091E-1	8,836916E-3	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,775189	9,400111E-1	1,044459E+1	1,079377E-1	1,306138E-2	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,775289	9,406280E-1	1,044459E+1	3,400958E-2	1,832770E-2	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,775389	9,403121E-1	1,044459E+1	2,863873E-2	2,468934E-2	1,076350E+2	1,079532E+2
29/11/2021  15:24:26,775489	9,404731E-1	1,044459E+1	1,129926E-1	3,218399E-2	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,775589	9,400290E-1	1,044459E+1	4,627903E-3	4,083486E-2	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,775689	9,401244E-1	1,044459E+1	4,601499E-2	5,065194E-2	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,775789	9,405863E-1	1,044459E+1	6,528685E-2	6,163322E-2	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,775889	9,401124E-1	1,044459E+1	8,550650E-2	7,376586E-2	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,775989	9,398472E-1	1,044459E+1	8,550650E-2	8,702733E-2	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,776089	9,402466E-1	1,044459E+1	1,069899E-1	1,013864E-1	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,776189	9,403479E-1	1,044459E+1	9,182514E-2	1,168040E-1	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,776289	9,402734E-1	1,044459E+1	1,170997E-1	1,332347E-1	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,776389	9,397697E-1	1,044459E+1	1,246821E-1	1,506269E-1	1,076355E+2	1,079522E+2
29/11/2021  15:24:26,776489	9,401303E-1	1,044459E+1	1,234183E-1	1,689241E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,776589	9,404462E-1	1,044459E+1	1,310007E-1	1,880657E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,776689	9,400677E-1	1,044459E+1	1,411105E-1	2,079874E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,776789	9,402316E-1	1,044459E+1	1,237343E-1	2,286225E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,776889	9,399664E-1	1,044459E+1	1,123607E-1	2,499018E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,776989	9,403032E-1	1,044459E+1	1,439539E-1	2,717548E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,777089	9,400141E-1	1,044459E+1	1,363715E-1	2,941099E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,777189	9,402078E-1	1,044459E+1	1,370034E-1	3,168954E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,777289	9,401035E-1	1,044459E+1	1,347919E-1	3,400392E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,777389	9,398532E-1	1,044459E+1	1,284732E-1	3,634700E-1	1,076347E+2	1,079522E+2
29/11/2021  15:24:26,777489	9,399992E-1	1,044459E+1	1,338441E-1	3,871171E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,777589	9,404403E-1	1,044459E+1	1,351078E-1	4,109112E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,777689	9,398472E-1	1,044459E+1	1,332122E-1	4,347847E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,777789	9,399664E-1	1,044459E+1	1,338441E-1	4,586715E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,777889	9,406161E-1	1,044459E+1	1,193112E-1	4,825079E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,777989	9,404224E-1	1,044459E+1	1,382671E-1	5,062326E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,778089	9,402257E-1	1,044459E+1	2,254644E-1	5,297867E-1	1,076350E+2	1,079527E+2
29/11/2021  15:24:26,778189	9,399515E-1	1,044459E+1	2,744338E-1	5,531141E-1	1,076350E+2	1,079527E+2
