waveform;Bridge;FTC1;FTC2;Bridge (Filtered);Resistance_0;Resistance_1
t0;29/11/2021  15:52:32,253609;29/11/2021  15:52:32,253609;29/11/2021  15:52:32,253609;29/11/2021  15:52:32,253609;29/11/2021  15:51:12,502875;29/11/2021  15:51:12,502875
delta t;0,000100;0,000100;0,000100;0,000100;0,512821;0,512821

time;Bridge;FTC1;FTC2;Bridge (Filtered);Resistance_0;Resistance_1
29/11/2021  15:52:32,253609;9,396565E-1;1,190898E-1;1,196272E-1;2,738769E-5;1,075725E+2;1,079269E+2
29/11/2021  15:52:32,253709;9,398621E-1;1,321516E-1;1,272095E-1;1,882788E-4;;
29/11/2021  15:52:32,253809;9,402704E-1;1,286472E-1;1,249980E-1;6,574364E-4;;
29/11/2021  15:52:32,253909;9,404105E-1;1,350188E-1;1,303688E-1;1,614068E-3;;
29/11/2021  15:52:32,254009;9,400290E-1;1,324701E-1;1,161519E-1;3,212474E-3;;
29/11/2021  15:52:32,254109;9,399515E-1;1,420275E-1;1,306848E-1;5,583662E-3;;
29/11/2021  15:52:32,254209;9,401601E-1;1,257800E-1;1,208909E-1;8,836937E-3;;
29/11/2021  15:52:32,254309;9,395909E-1;1,305587E-1;1,272095E-1;1,306148E-2;;
29/11/2021  15:52:32,254409;9,402644E-1;1,646467E-1;1,509044E-1;1,832785E-2;;
29/11/2021  15:52:32,254509;9,397280E-1;3,599363E-1;2,921260E-1;2,468942E-2;;
29/11/2021  15:52:32,254609;9,400737E-1;2,774240E-1;2,526345E-1;3,218381E-2;;
29/11/2021  15:52:32,254709;9,397310E-1;2,328228E-1;2,314671E-1;4,083415E-2;;
29/11/2021  15:52:32,254809;9,402793E-1;1,930003E-1;2,065085E-1;5,065037E-2;;
29/11/2021  15:52:32,254909;9,399634E-1;1,805757E-1;1,986102E-1;6,163047E-2;;
29/11/2021  15:52:32,255009;9,397220E-1;1,547707E-1;1,787064E-1;7,376162E-2;;
29/11/2021  15:52:32,255109;9,398830E-1;1,254614E-1;1,556434E-1;8,702123E-2;;
29/11/2021  15:52:32,255209;9,401065E-1;-6,749322E-3;5,359736E-2;1,013780E-1;;
29/11/2021  15:52:32,255309;9,400439E-1;1,620981E-1;1,597505E-1;1,167932E-1;;
29/11/2021  15:52:32,255409;9,399396E-1;1,483991E-1;1,521681E-1;1,332210E-1;;
29/11/2021  15:52:32,255509;9,397995E-1;1,471248E-1;1,490088E-1;1,506100E-1;;
29/11/2021  15:52:32,255609;9,393495E-1;1,429833E-1;1,439539E-1;1,689037E-1;;
29/11/2021  15:52:32,255709;9,399455E-1;1,404346E-1;1,420583E-1;1,880415E-1;;
29/11/2021  15:52:32,255809;9,397637E-1;1,350188E-1;1,411105E-1;2,079591E-1;;
29/11/2021  15:52:32,255909;9,396177E-1;1,248242E-1;1,212068E-1;2,285895E-1;;
29/11/2021  15:52:32,256009;9,399753E-1;-3,574010E-2;5,891631E-3;2,498638E-1;;
29/11/2021  15:52:32,256109;9,399426E-1;1,555128E-2;2,737501E-2;2,717114E-1;;
29/11/2021  15:52:32,256209;9,399843E-1;5,409946E-2;4,885838E-2;2,940609E-1;;
29/11/2021  15:52:32,256309;9,400260E-1;7,640006E-2;6,718244E-2;3,168403E-1;;
29/11/2021  15:52:32,256409;9,403300E-1;9,678918E-2;7,571260E-2;3,399779E-1;;
29/11/2021  15:52:32,256509;9,399992E-1;9,264764E-2;7,729226E-2;3,634022E-1;;
29/11/2021  15:52:32,256609;9,393614E-1;1,181340E-1;9,719598E-2;3,870429E-1;;
29/11/2021  15:52:32,256709;9,396565E-1;1,315144E-1;1,092014E-1;4,108306E-1;;
29/11/2021  15:52:32,256809;9,395760E-1;1,302401E-1;1,164678E-1;4,346975E-1;;
29/11/2021  15:52:32,256909;9,398621E-1;1,372488E-1;1,177316E-1;4,585777E-1;;
29/11/2021  15:52:32,257009;9,400469E-1;1,318330E-1;1,183634E-1;4,824074E-1;;
29/11/2021  15:52:32,257109;9,397399E-1;1,216384E-1;1,129926E-1;5,061252E-1;;
29/11/2021  15:52:32,257209;9,401035E-1;1,241871E-1;1,196272E-1;5,296722E-1;;
29/11/2021  15:52:32,257309;9,399485E-1;1,101695E-1;1,117289E-1;5,529924E-1;;
29/11/2021  15:52:32,257409;9,396088E-1;1,210013E-1;1,205749E-1;5,760324E-1;;
29/11/2021  15:52:32,257509;9,397459E-1;1,143111E-1;1,174156E-1;5,987420E-1;;
29/11/2021  15:52:32,257609;9,395998E-1;1,190898E-1;1,246821E-1;6,210736E-1;;
29/11/2021  15:52:32,257709;9,397310E-1;1,069837E-1;1,167838E-1;6,429833E-1;;
29/11/2021  15:52:32,257809;9,399068E-1;1,171783E-1;1,158360E-1;6,644300E-1;;
29/11/2021  15:52:32,257909;9,396117E-1;1,101695E-1;1,177316E-1;6,853760E-1;;
29/11/2021  15:52:32,258009;9,396654E-1;1,114439E-1;1,208909E-1;7,057867E-1;;
29/11/2021  15:52:32,258109;9,396654E-1;1,401161E-1;1,411105E-1;7,256309E-1;;
29/11/2021  15:52:32,258209;9,396326E-1;1,573194E-1;1,518522E-1;7,448804E-1;;
29/11/2021  15:52:32,258309;9,395194E-1;1,828058E-1;1,597505E-1;7,635104E-1;;
29/11/2021  15:52:32,258409;9,397071E-1;1,773899E-1;1,569071E-1;7,814989E-1;;
29/11/2021  15:52:32,258509;9,399068E-1;1,598680E-1;1,515363E-1;7,988272E-1;;
