waveform;Bridge;FTC1;FTC2;Bridge (Filtered);Resistance_0;Resistance_1
t0;29/11/2021  15:50:03,415365;29/11/2021  15:50:03,415365;29/11/2021  15:50:03,415365;29/11/2021  15:50:03,415365;29/11/2021  15:47:57,880338;29/11/2021  15:47:57,880338
delta t;0,000100;0,000100;0,000100;0,000100;0,512821;0,512821

time;Bridge;FTC1;FTC2;Bridge (Filtered);Resistance_0;Resistance_1
29/11/2021  15:50:03,415365;9,403866E-1;5,505520E-2;5,296550E-2;2,740897E-5;1,075666E+2;1,079303E+2
29/11/2021  15:50:03,415465;9,398561E-1;1,407532E-1;1,423743E-1;1,884036E-4;;
29/11/2021  15:50:03,415565;9,399455E-1;2,426988E-1;1,758630E-1;6,577904E-4;;
29/11/2021  15:50:03,415665;9,399902E-1;1,353374E-1;1,227865E-1;1,614740E-3;;
29/11/2021  15:50:03,415765;9,399575E-1;2,108408E-1;2,131430E-1;3,213473E-3;;
29/11/2021  15:50:03,415865;9,401869E-1;1,496735E-1;1,679647E-1;5,584948E-3;;
29/11/2021  15:50:03,415965;9,402316E-1;1,614609E-1;1,739675E-1;8,838476E-3;;
29/11/2021  15:50:03,416065;9,400558E-1;1,455319E-1;1,723878E-1;1,306328E-2;;
29/11/2021  15:50:03,416165;9,400946E-1;3,339176E-2;7,160549E-2;1,832996E-2;;
29/11/2021  15:50:03,416265;9,405833E-1;3,084312E-2;9,656411E-2;2,469194E-2;;
29/11/2021  15:50:03,416365;9,406400E-1;1,464877E-1;1,436380E-1;3,218690E-2;;
29/11/2021  15:50:03,416465;9,400707E-1;1,229127E-1;1,240502E-1;4,083809E-2;;
29/11/2021  15:50:03,416565;9,400290E-1;1,114439E-1;1,404787E-1;5,065550E-2;;
29/11/2021  15:50:03,416665;9,405416E-1;1,241871E-1;1,310007E-1;6,163711E-2;;
29/11/2021  15:50:03,416765;9,404313E-1;1,452133E-1;1,407946E-1;7,377010E-2;;
29/11/2021  15:50:03,416865;9,397339E-1;1,311958E-1;1,379512E-1;8,703193E-2;;
29/11/2021  15:50:03,416965;9,403121E-1;-9,616542E-3;1,252620E-2;1,013913E-1;;
