waveform	Bridge	T_amb	T_cell
t0	29/11/2021  14:02:54,327063	29/11/2021  14:02:54,327063	29/11/2021  14:02:54,327063
delta t	0,000500	0,000500	0,000500

time	Bridge	T_amb	T_cell
29/11/2021  14:02:54,473063	9,397488E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,473563	9,399008E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,474063	9,393912E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,474563	9,396416E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,475063	9,398681E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,475563	9,387028E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,476063	9,388607E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,476563	9,394359E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,477063	9,389561E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,477563	9,396594E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,478063	9,392154E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,478563	9,383153E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,479063	9,399038E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,479563	9,389233E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,480063	9,386968E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,480563	9,395283E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,481063	9,392899E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,481563	9,391766E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,482063	9,389680E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,482563	9,370040E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,483063	9,396863E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,483563	9,392452E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,484063	9,391200E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,484563	9,386730E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,485063	9,390276E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,485563	9,396863E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,486063	9,389173E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,486563	9,395879E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,487063	9,387177E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,487563	9,401005E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,488063	9,405058E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,488563	9,394747E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,489063	9,397518E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,489563	9,399157E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,490063	9,401750E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,490563	9,405654E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,491063	9,401542E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,491563	9,394955E-4	1,072884E-4	1,144409E-4
29/11/2021  14:02:54,492063	9,395730E-4	1,072884E-4	1,144409E-4
