waveform;Bridge;FTC1;FTC2;Bridge (Filtered);T_env;T_cell
t0;30/11/2021  18:02:06,831621;30/11/2021  18:02:06,831621;30/11/2021  18:02:06,831621;30/11/2021  18:02:06,831621;30/11/2021  18:01:53,470409;30/11/2021  18:01:53,470409
delta t;0,000100;0,000100;0,000100;0,000100;0,512821;0,512821

time;Bridge;FTC1;FTC2;Bridge (Filtered);T_env;T_cell
30/11/2021  18:02:06,831621;9,348552E-4;9,583344E-2;1,246821E-1;2,724775E-8;1,077324E+2;1,082507E+2
30/11/2021  18:02:06,831721;9,355198E-4;1,331073E-1;1,632258E-1;1,873301E-7;;
30/11/2021  18:02:06,831821;9,361039E-4;1,203641E-1;1,297370E-1;6,541745E-7;;
30/11/2021  18:02:06,831921;9,352844E-4;1,350188E-1;1,322644E-1;1,606150E-6;;
30/11/2021  18:02:06,832021;9,354512E-4;2,542726E-2;4,159195E-2;3,196798E-6;;
30/11/2021  18:02:06,832121;9,357552E-4;1,165411E-1;1,278414E-1;5,556459E-6;;
30/11/2021  18:02:06,832221;9,359251E-4;1,726112E-1;1,180475E-1;8,793936E-6;;
30/11/2021  18:02:06,832321;9,359221E-4;1,793014E-1;1,648054E-1;1,299806E-5;;
30/11/2021  18:02:06,832421;9,345125E-4;1,681511E-1;1,562753E-1;1,823912E-5;;
30/11/2021  18:02:06,832521;9,347390E-4;1,614609E-1;1,401627E-1;2,457018E-5;;
30/11/2021  18:02:06,832621;9,347866E-4;1,952304E-1;2,055607E-1;3,202852E-5;;
30/11/2021  18:02:06,832721;9,342502E-4;1,732484E-1;1,600664E-1;4,063700E-5;;
30/11/2021  18:02:06,832821;9,342532E-4;1,362931E-1;1,379512E-1;5,040533E-5;;
30/11/2021  18:02:06,832921;9,333352E-4;1,442576E-1;1,464814E-1;6,133128E-5;;
30/11/2021  18:02:06,833021;9,323547E-4;1,531778E-1;1,376353E-1;7,340172E-5;;
30/11/2021  18:02:06,833121;9,328524E-4;1,136739E-1;1,101492E-1;8,659378E-5;;
30/11/2021  18:02:06,833221;9,337018E-4;1,429833E-1;1,420583E-1;1,008760E-4;;
