waveform	Bridge	FTC1	FTC2	Bridge (Filtered)
t0	26/11/2021  10:04:21,490081	26/11/2021  10:04:21,490081	26/11/2021  10:04:21,490081	26/11/2021  10:04:21,490081
delta t	0,000620	0,000620	0,000620	0,000620

time	Bridge	FTC1	FTC2	Bridge (Filtered)
26/11/2021  10:04:21,490081	9,406250E-1	1,044459E+1	6,207563E-3	4,879564E-3
26/11/2021  10:04:21,490701	9,433371E-1	1,044459E+1	1,410586E-2	3,039106E-2
26/11/2021  10:04:21,491321	9,442253E-1	1,044459E+1	2,674314E-2	9,343954E-2
26/11/2021  10:04:21,491941	9,421629E-1	1,044459E+1	3,996039E-3	1,969323E-1
26/11/2021  10:04:21,492561	9,423119E-1	1,044459E+1	3,364175E-3	3,302293E-1
26/11/2021  10:04:21,493181	9,444488E-1	1,044459E+1	4,627903E-3	4,772764E-1
26/11/2021  10:04:21,493801	9,413493E-1	1,044459E+1	9,682815E-3	6,220444E-1
26/11/2021  10:04:21,494421	9,401065E-1	1,044459E+1	2,074043E-2	7,516203E-1
26/11/2021  10:04:21,495041	9,419036E-1	1,044459E+1	1,568552E-2	8,575656E-1
26/11/2021  10:04:21,495661	9,420794E-1	1,044459E+1	5,575699E-3	9,361059E-1
26/11/2021  10:04:21,496281	9,413761E-1	1,044459E+1	1,663332E-2	9,874758E-1
26/11/2021  10:04:21,496901	9,433163E-1	1,044459E+1	1,152651E-3	1,014813E+0
26/11/2021  10:04:21,497521	9,450001E-1	1,044459E+1	5,891631E-3	1,023003E+0
26/11/2021  10:04:21,498141	9,414297E-1	1,044459E+1	1,568552E-2	1,017598E+0
26/11/2021  10:04:21,498761	9,397548E-1	1,044459E+1	2,579535E-2	1,003908E+0
26/11/2021  10:04:21,499381	9,416503E-1	1,044459E+1	2,105637E-2	9,864336E-1
26/11/2021  10:04:21,500001	9,396773E-1	1,044459E+1	4,627903E-3	9,686450E-1
26/11/2021  10:04:21,500621	9,391051E-1	1,044459E+1	5,207870E-4	9,529121E-1
26/11/2021  10:04:21,501241	9,383779E-1	1,044459E+1	2,484755E-2	9,405461E-1
