waveform;Bridge
t0;19/11/2021  12:47:31,064062
delta t;0,000500

time;Bridge
19/11/2021  12:47:31,064062;1,195000E-3
19/11/2021  12:47:31,064562;1,195873E-3
19/11/2021  12:47:31,065062;1,194931E-3
19/11/2021  12:47:31,065562;1,195426E-3
19/11/2021  12:47:31,066062;1,195047E-3
19/11/2021  12:47:31,066562;1,196460E-3
19/11/2021  12:47:31,067062;1,194493E-3
19/11/2021  12:47:31,067562;1,195882E-3
19/11/2021  12:47:31,068062;1,194648E-3
19/11/2021  12:47:31,068562;1,194538E-3
19/11/2021  12:47:31,069062;1,194332E-3
19/11/2021  12:47:31,069562;1,194719E-3
19/11/2021  12:47:31,070062;1,194481E-3
19/11/2021  12:47:31,070562;1,195465E-3
19/11/2021  12:47:31,071062;1,195825E-3
19/11/2021  12:47:31,071562;1,195271E-3
19/11/2021  12:47:31,072062;1,195164E-3
19/11/2021  12:47:31,072562;1,195187E-3
19/11/2021  12:47:31,073062;1,195292E-3
19/11/2021  12:47:31,073562;1,195053E-3
19/11/2021  12:47:31,074062;1,195634E-3
19/11/2021  12:47:31,074562;1,195420E-3
19/11/2021  12:47:31,075062;1,195313E-3
19/11/2021  12:47:31,075562;1,195476E-3
19/11/2021  12:47:31,076062;1,195766E-3
19/11/2021  12:47:31,076562;1,195947E-3
19/11/2021  12:47:31,077062;1,195551E-3
19/11/2021  12:47:31,077562;1,195822E-3
19/11/2021  12:47:31,078062;1,195682E-3
19/11/2021  12:47:31,078562;1,195468E-3
19/11/2021  12:47:31,079062;1,195429E-3
19/11/2021  12:47:31,079562;1,194991E-3
19/11/2021  12:47:31,080062;1,195545E-3
19/11/2021  12:47:31,080562;1,195280E-3
19/11/2021  12:47:31,081062;1,195757E-3
19/11/2021  12:47:31,081562;1,195611E-3
19/11/2021  12:47:31,082062;1,195581E-3
19/11/2021  12:47:31,082562;1,195521E-3
19/11/2021  12:47:31,083062;1,195614E-3
19/11/2021  12:47:31,083562;1,196374E-3
19/11/2021  12:47:31,084062;1,195351E-3
19/11/2021  12:47:31,084562;1,195801E-3
19/11/2021  12:47:31,085062;1,195417E-3
19/11/2021  12:47:31,085562;1,196090E-3
19/11/2021  12:47:31,086062;1,196043E-3
19/11/2021  12:47:31,086562;1,195432E-3
19/11/2021  12:47:31,087062;1,195327E-3
19/11/2021  12:47:31,087562;1,195351E-3
19/11/2021  12:47:31,088062;1,194359E-3
19/11/2021  12:47:31,088562;1,195351E-3
19/11/2021  12:47:31,089062;1,195575E-3
19/11/2021  12:47:31,089562;1,195175E-3
19/11/2021  12:47:31,090062;1,196350E-3
19/11/2021  12:47:31,090562;1,195381E-3
19/11/2021  12:47:31,091062;1,195724E-3
19/11/2021  12:47:31,091562;1,195831E-3
19/11/2021  12:47:31,092062;1,195506E-3
19/11/2021  12:47:31,092562;1,195056E-3
19/11/2021  12:47:31,093062;1,194269E-3
19/11/2021  12:47:31,093562;1,195417E-3
19/11/2021  12:47:31,094062;1,195017E-3
19/11/2021  12:47:31,094562;1,195253E-3
19/11/2021  12:47:31,095062;1,195017E-3
19/11/2021  12:47:31,095562;1,194868E-3
19/11/2021  12:47:31,096062;1,194615E-3
19/11/2021  12:47:31,096562;1,195059E-3
19/11/2021  12:47:31,097062;1,196698E-3
19/11/2021  12:47:31,097562;1,195360E-3
19/11/2021  12:47:31,098062;1,194541E-3
19/11/2021  12:47:31,098562;1,194657E-3
19/11/2021  12:47:31,099062;1,195414E-3
19/11/2021  12:47:31,099562;1,195956E-3
19/11/2021  12:47:31,100062;1,195935E-3
19/11/2021  12:47:31,100562;1,195977E-3
19/11/2021  12:47:31,101062;1,195029E-3
19/11/2021  12:47:31,101562;1,195640E-3
19/11/2021  12:47:31,102062;1,194219E-3
19/11/2021  12:47:31,102562;1,195220E-3
19/11/2021  12:47:31,103062;1,195399E-3
19/11/2021  12:47:31,103562;1,194508E-3
19/11/2021  12:47:31,104062;1,195792E-3
19/11/2021  12:47:31,104562;1,195304E-3
19/11/2021  12:47:31,105062;1,196612E-3
19/11/2021  12:47:31,105562;1,195944E-3
19/11/2021  12:47:31,106062;1,196037E-3
