;0;1;2;3;4;5;6;7
0;0;0.940721614597785;80;0.940407957615894;0.015313678381505592;762;152;2.122241086587436
1;0;0.940723572948062;80;0.9406650746575342;0.012897641652476557;739;147;2.194426157559798
2;0;0.9407255312983389;80;0.9399797348993288;0.014613283474120048;750;150;2.1505376344086025
3;0;0.9407274896486156;80;0.9428253442857143;0.014372706422450098;709;141;2.2878059940517046
4;0;0.9407294479988926;80;0.9397934899328859;0.013815468293379382;752;150;2.1505376344086025
5;0;0.9407314063491695;80;0.9391394951724138;0.01379603204916449;726;145;2.2246941045606228
6;0;0.9407333646994462;80;0.9406070006944445;0.01621144538483179;728;145;2.2246941045606228
7;0;0.9407353230497232;80;0.9404257183098591;0.01289173590217529;718;143;2.2558087074216107
8;0;0.9407372813999999;80;0.941697609090909;0.014860904294627284;716;143;2.2558087074216107
9;0;0.940739239750277;80;0.9400424193333333;0.012982139526565243;756;151;2.1362956633198036
10;0;0.9407411981005537;80;0.9397210952380952;0.01648834615650575;744;148;2.1795989537925022
11;0;0.9407431564508305;80;0.9392564865384615;0.016622955658544807;785;157;2.054653790836244
12;0;0.9407451148011076;80;0.9403094278911565;0.014804127743657112;743;148;2.1795989537925022
13;0;0.9407470731513844;80;0.9421395904761904;0.016932880031175518;738;147;2.194426157559798
14;0;0.9407490315016611;80;0.9389978689655173;0.017209796965684164;734;146;2.209456473707468
15;0;0.9407509898519382;80;0.9404408617021277;0.015052162121994584;714;142;2.271694684234439
16;0;0.9407529482022149;80;0.9415848256944445;0.014815390305735896;725;145;2.2246941045606228
17;0;0.9407549065524917;80;0.9391806666666667;0.013967008053586485;741;148;2.1795989537925022
18;0;0.9407568649027686;80;0.9388420234899328;0.016753433768812845;750;150;2.1505376344086025
19;0;0.9407588232530455;80;0.9408798859060402;0.012415663888558331;751;150;2.1505376344086025
20;0;0.9407607816033223;80;0.9407732205298013;0.01266365065165817;761;152;2.122241086587436
21;0;0.9407627399535992;80;0.9394003129251701;0.014965489067024934;742;148;2.1795989537925022
22;0;0.9407646983038761;80;0.940800985;0.014766859346069767;708;141;2.2878059940517046
23;0;0.9407666566541528;80;0.9419837775;0.016184541649865162;807;161;2.003606491685033
24;0;0.9407686150044297;80;0.9392575127659575;0.015263850463580614;714;142;2.271694684234439
25;0;0.9407705733547066;80;0.9399407952380953;0.014028029624322425;741;148;2.1795989537925022
26;0;0.9407725317049834;80;0.938840388028169;0.013600913282369552;716;143;2.2558087074216107
27;0;0.9407744900552604;80;0.9390850462068966;0.014401221449932741;731;146;2.209456473707468
28;0;0.9407764484055371;80;0.9397846195945946;0.014684158826865317;749;149;2.164970772894566
29;0;0.940778406755814;80;0.9394421971830986;0.013994706705056715;718;143;2.2558087074216107
30;1;0.9485676150729699;80;0.9478234719178082;0.016252884019107447;2920;584;3.4246575342465757
31;1;0.9485682133120689;80;0.9514878226452905;0.01360982028783986;2500;500;4.0
32;1;0.948568811551168;80;0.9499833693693693;0.01587756837837351;2784;556;3.597122302158273
33;1;0.948569409790267;80;0.9493864902173913;0.016846247857372498;2768;553;3.6166365280289328
34;1;0.948570008029366;80;0.9469840216783216;0.01597614476128518;2869;573;3.490401396160558
35;1;0.948570606268465;80;0.9534078345083488;0.012530129405874146;2700;540;3.7037037037037033
36;1;0.9485712045075639;80;0.9524106313653137;0.01794034124932908;2718;543;3.6832412523020257
37;1;0.948571802746663;80;0.9481863060721063;0.012115475211287597;2644;528;3.7878787878787876
38;1;0.9485724009857618;80;0.9512032701275045;0.013616957001034083;2753;550;3.6363636363636362
39;1;0.948572999224861;80;0.9478659371268657;0.015168199057581405;2687;537;3.7243947858472994
40;1;0.94857359746396;80;0.9488012414678899;0.010817550276351952;2734;546;3.663003663003663
41;1;0.9485741957030589;80;0.9536214754545455;0.01572031638232508;2759;551;3.629764065335753
42;1;0.948574793942158;80;0.9480675256074766;0.01540763883889696;2677;535;3.7383177570093458
43;1;0.948575392181257;80;0.9520662895306858;0.01588606225068329;2775;555;3.603603603603603
44;1;0.948575990420356;80;0.9484853382739212;0.014273759397532422;2667;533;3.7523452157598496
45;1;0.948576588659455;80;0.9499747715909092;0.011784550327764586;2644;528;3.7878787878787876
46;1;0.9485771868985539;80;0.9460379537391305;0.017452490249409414;2884;576;3.472222222222222
47;1;0.948577785137653;80;0.9504622247395833;0.015483145162568114;1929;385;5.194805194805195
