;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
0;0;0.940721614597785;80;0.9402021539473684;0.9369776373333334;0.940547124;0.943012892;0.938308896;0.9410799933333334;0.9370002306666667;0.9437485133333333;0.9400189506666666;0.939026616;0.016312935352579896;0.02102878196502692;0.01608342022623735;0.025418498109675104;0.01056607528535523;0.02280679751964274;0.013441848284539868;0.016469658920870826;0.020011403759399853;0.01126211650508308;762;76;21.222410865874362
1;0;0.940723572948062;80;0.9413537506849315;0.9374752583333333;0.9425712972222222;0.9389578291666667;0.9409769722222222;0.9409642722222222;0.9397894347222222;0.9380943055555555;0.9409915402777778;0.9422364083333333;0.020371210370023582;0.01945060713030301;0.016118813938341296;0.00843486392736012;0.012758044614195743;0.021997871465207278;0.011339132101685806;0.028396524228537907;0.021169542313152514;0.022112003414446486;739;73;22.09456473707468
2;0;0.9407255312983389;80;0.9449871213333333;0.9365351189189189;0.9398223878378379;0.9398564851351351;0.9381772445945946;0.9444778310810811;0.9367957716216216;0.941746122972973;0.940942904054054;0.9410982135135135;0.021547495036586064;0.018373857860876468;0.015440331336523547;0.013733034618355629;0.020378763770383126;0.015503699344093146;0.02608332682510178;0.012769804427553237;0.02179310405013124;0.01620827473157879;750;75;21.50537634408602
3;0;0.9407274896486156;80;0.9410659485714286;0.9411290695652174;0.939299563768116;0.9398342130434783;0.9400142362318841;0.9379483144927536;0.9420832405797102;0.9425335275362319;0.9405105405797102;0.9366745144927536;0.015175901630562351;0.020257427684615893;0.012860506280903869;0.022806839501103435;0.016695182305304264;0.013028271241840314;0.01038364385836912;0.017276222674522106;0.01455190451044042;0.019691717393139112;709;70;23.04147465437788
4;0;0.9407294479988926;80;0.940948512;0.9406760567567568;0.9387350702702703;0.9406484432432433;0.9378105594594595;0.9418612486486486;0.9424417121621622;0.9376908635135135;0.942408254054054;0.9367403148648649;0.013512288483330501;0.018012859476831462;0.009822263049181853;0.01979361845779151;0.01419753613360112;0.013286597562197505;0.017936871248918;0.013645948923434365;0.02036028784845899;0.016221659331611907;752;75;21.50537634408602
5;0;0.9407314063491695;80;0.9403736569444444;0.9376752816901408;0.9436880464788733;0.9402256464788732;0.9382620732394367;0.9408122563380281;0.9390541295774648;0.9406526028169014;0.9428094295774648;0.9434781267605634;0.01570166995765438;0.011591026498377456;0.01361505917953489;0.019601355918957904;0.016800859812623182;0.020765350347206026;0.013269880340717832;0.027295552998940903;0.01988718126363523;0.023781087814737856;726;72;22.401433691756274
6;0;0.9407333646994462;80;0.9423174916666667;0.9404660873239437;0.9433246929577465;0.938614223943662;0.9383800056338029;0.9425042943661972;0.9356686267605634;0.941999285915493;0.9415311126760564;0.9404457774647887;0.02064195306786608;0.018867123961415228;0.01324035266904412;0.01842724120886144;0.01417821491917277;0.02435914217357118;0.013684177872460245;0.023745104678536497;0.024158189015729095;0.013848117302963158;728;72;22.401433691756274
7;0;0.9407353230497232;80;0.938903652112676;0.9392064642857143;0.9411986028571429;0.9400249657142857;0.9374767442857143;0.9437558228571429;0.9414090442857143;0.9380506214285714;0.9397496914285715;0.9407212614285714;0.013719104640087633;0.020761055958365582;0.01450862033975595;0.011349914281957946;0.017991444519900226;0.019910076365471086;0.017363061084947104;0.01570043213815774;0.018103838232118294;0.015807176103040943;718;71;22.71694684234439
8;0;0.9407372813999999;80;0.9419113943661972;0.9416867357142857;0.9375002757142857;0.9394267385714286;0.94219989;0.9383536714285714;0.9424286614285714;0.9414106371428571;0.94067361;0.9369196157142857;0.016473084513228473;0.013042315516187244;0.015532015987746228;0.01894980017690747;0.009907655308274494;0.024108347221357764;0.016913857275072827;0.020603390836885095;0.016554817054786047;0.02569963240517933;716;71;22.71694684234439
9;0;0.940739239750277;80;0.938302128;0.9400039527027026;0.93938495;0.9404636756756757;0.9435135513513514;0.938282404054054;0.9414206594594594;0.9385262675675675;0.9417420027027027;0.9433162135135135;0.011754737073640638;0.02630297755769504;0.016379540573216868;0.019972025610151593;0.017351896147085617;0.018309059828038567;0.014257897069823324;0.012199671800998763;0.01221741142828291;0.022251940802997142;756;75;21.50537634408602
10;0;0.9407411981005537;80;0.9407520918918919;0.9378762479452055;0.9428329739726028;0.9408295520547946;0.9376145328767124;0.9417327684931507;0.9363820767123288;0.9432060890410959;0.9432411232876712;0.9374546506849315;0.018785849932138023;0.014046920139780242;0.014210297276339863;0.02185250849464751;0.010866220468383436;0.020589791192157154;0.018540474365159713;0.019953425562624864;0.019213772499856858;0.02130399233949878;744;74;21.795989537925024
11;0;0.9407431564508305;80;0.9394889794871795;0.9406869597402597;0.9366833662337662;0.9445705636363636;0.9382502584415584;0.9408753727272727;0.9390988727272728;0.9423464571428571;0.9380120584415584;0.9421055779220779;0.014249812813082336;0.025747471103199016;0.013684735887271305;0.019105200186769956;0.017074198556542866;0.016507842265266057;0.01980307153030504;0.01759286374159636;0.02193613973331003;0.017674130678760433;785;78;20.678246484698096
12;0;0.9407451148011076;80;0.9425312175675675;0.9380325438356164;0.9408664972602739;0.9398035438356165;0.9390241136986301;0.9438697164383562;0.9382170849315068;0.940334802739726;0.9410559821917808;0.9382302397260274;0.012363909101724848;0.017313701913649726;0.012051327446292802;0.017274539674747943;0.015882519632010487;0.015624925433564415;0.019924606680870986;0.01410808078696954;0.021176847837276226;0.016291863800339625;743;74;21.795989537925024
13;0;0.9407470731513844;80;0.9403928698630137;0.9436371666666666;0.9368157180555555;0.9404746083333333;0.9395858625;0.9364512847222222;0.9442660888888889;0.9393859680555555;0.9388294375;0.9430230069444444;0.013987821638340387;0.019370741566912524;0.01577928923502663;0.02239463525903652;0.019669416550455537;0.017157646820740193;0.02396099194340642;0.015306253818065657;0.025292444893869375;0.015009095354843878;738;73;22.09456473707468
14;0;0.9407490315016611;80;0.9366327794520548;0.9399207833333333;0.9384083486111111;0.9393176527777778;0.9414391152777778;0.9425726736111111;0.9383036402777778;0.9414264638888888;0.9420406902777778;0.9361969444444445;0.015013115133164582;0.026477985805501484;0.022219914250452517;0.019459773269237573;0.03106326360455548;0.014483529872568204;0.024760555442492584;0.012589727762198964;0.018895828017660477;0.014900595066620842;734;73;22.09456473707468
