;0;1;2;3;4;5;6;7;8;9;10;11
0;0.940721614597785;80;0.9388337848684211;0.018967155941449234;0.941931119205298;0.021244397147388346;0.9397662377483443;0.017730822596806733;0.940407957615894;0.015313678381505592;0.9394277046357616;0.016178433579875553
1;0.940723572948062;80;0.9392896040816326;0.019907411325130353;0.9406650746575342;0.012897641652476557;0.9418950712328767;0.018294971399195285;0.9386865116438357;0.021148977700828454;0.9399692582191781;0.02184021974971155
2;0.9407255312983389;80;0.9408476553333334;0.020355731641690713;0.9399797348993288;0.014613283474120048;0.9414706986577182;0.01834059247238134;0.93916822147651;0.020584072755815305;0.9408677268456376;0.01916575030403028
3;0.9407274896486156;80;0.9406878914893617;0.018037660242208674;0.9399830571428571;0.018090378159010156;0.938945085;0.01485115651930356;0.9428253442857143;0.014372706422450098;0.9381039557142857;0.017123880329772936
4;0.9407294479988926;80;0.940892752;0.01583070726079145;0.9396515328859061;0.015556006372252915;0.9397934899328859;0.013815468293379382;0.9401037355704698;0.01601221956081648;0.939654122147651;0.018526844078864232
5;0.9407314063491695;80;0.9391394951724138;0.01379603204916449;0.9415427930555555;0.01721836019568887;0.9403317534722222;0.018639330715095465;0.9387754590277778;0.021472828455777467;0.9423827506944444;0.022564334136739
6;0.9407333646994462;80;0.9413225689655172;0.01971799702075463;0.9406070006944445;0.01621144538483179;0.9410001722222222;0.019770379672130786;0.9393973618055556;0.019854620305636124;0.9393265465277778;0.019806109073427804
7;0.9407353230497232;80;0.9390579083916084;0.017431738398612902;0.9404257183098591;0.01289173590217529;0.941346026056338;0.01939910327742814;0.9387468176056338;0.01633586268590265;0.9402621936619718;0.01688334267164703
8;0.9407372813999999;80;0.941697609090909;0.014860904294627284;0.9388440605633803;0.017143644421064048;0.9394070169014085;0.0187231964949386;0.9430642126760563;0.018651905972308515;0.937834147887324;0.02133471640324877
9;0.940739239750277;80;0.9391673907284768;0.02034730759142464;0.9397095853333334;0.018063762799918788;0.9401690806666667;0.018296338374569315;0.9400424193333333;0.012982139526565243;0.9427095653333334;0.01779705342779181
10;0.9407411981005537;80;0.9392423141891892;0.01658168153370784;0.9420157979591837;0.018468559981027328;0.9397210952380952;0.01648834615650575;0.9396503972789115;0.019507420267159403;0.9402191142857143;0.020412883580199218
11;0.9407431564508305;80;0.9401728923566879;0.020710842670157537;0.9407070538461538;0.016914828590270818;0.9392564865384615;0.016622955658544807;0.9408539057692308;0.018677469104535275;0.939668317948718;0.019907109582508416
