;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
0;0.940721614597785;80;0.940729986;0.01347685510816729;0.9354273795918367;0.021568600558324942;0.9403030387755102;0.02111189704839446;0.9457210224489796;0.012927280240578213;0.9386935714285715;0.02597908412342674;0.9400899551020409;0.020879070403956184;0.9404266653061225;0.01174807625038299;0.9386435285714285;0.014576761826362536;0.9400473816326531;0.024396949566609705;0.9428117428571429;0.01647386142049479;0.9423594408163265;0.013759887735339009;0.9358928163265307;0.014607873218452942;0.9393400775510204;0.02170730084130937;0.9428773795918367;0.015539098199782749;0.9382880673469388;0.011757631874914047
1;0.940723572948062;80;0.9400766040816326;0.024756423558517756;0.9432683416666666;0.005649958761620669;0.93453328125;0.023047016240458084;0.9467038416666667;0.018087936546933338;0.9374460854166666;0.004479802932500283;0.93760541875;0.010351121179167557;0.9442754916666667;0.013323149657514346;0.9372695208333334;0.019181228162761035;0.94465615;0.020729219397317575;0.93909059375;0.01073834783695364;0.9373249875;0.015734826888454394;0.9405048791666667;0.031186855162705276;0.9460956270833333;0.022086605659344272;0.9398646083333333;0.017763344227414823;0.9337854145833333;0.024156997612021846
2;0.9407255312983389;80;0.941633938;0.01809487727400161;0.9389663081632653;0.0283839208123399;0.9421065836734693;0.011028279200732597;0.9436104591836735;0.01205144096603733;0.9358367387755102;0.018299736417726264;0.9399518387755103;0.011521656746749726;0.9410065040816327;0.022107475836014908;0.9406257428571428;0.021893901209193316;0.9427697040816326;0.007286609045164026;0.935990224489796;0.023161078356709507;0.9430708081632653;0.024829720238052064;0.9379046306122449;0.009273516146110296;0.9394801510204082;0.022281185861432913;0.9464123673469388;0.019594673822319126;0.9365480489795919;0.013951317164685001
3;0.9407274896486156;80;0.9353006382978724;0.01272751941557029;0.9477543826086956;0.01756918499935238;0.9388236456521739;0.021226911985461665;0.9410794978260869;0.014043246521426257;0.935234445652174;0.00966198623377446;0.9435547717391304;0.026130244375705183;0.9397300826086956;0.020152742198864978;0.9429951413043478;0.0038199762871617814;0.9344252586956522;0.014795729314750495;0.9452389913043479;0.010367111747354945;0.9378345717391304;0.011670532558555104;0.9457266717391304;0.018759374720516114;0.9350244456521739;0.012918240876832637;0.9398023282608696;0.01636086559361376;0.9399020673913043;0.021049033754630637
4;0.9407294479988926;80;0.940252966;0.01635683649852357;0.9390001020408163;0.01365345205081682;0.9439048693877551;0.01713221535845316;0.9375135326530613;0.010437363686103637;0.9375458040816327;0.009944344067839079;0.9442597551020409;0.022262664898435345;0.9396660469387755;0.01655624789269022;0.9431187551020408;0.010681810219345257;0.9370148326530612;0.013164130082940472;0.9392833714285714;0.018376264152841302;0.9436151387755102;0.014217042874264453;0.9377124469387755;0.014832197137858326;0.9443353510204081;0.020810760220587834;0.937746293877551;0.01580336792479439;0.9367493469387755;0.017921266534438235
5;0.9407314063491695;80;0.9393645770833333;0.01876007704857879;0.9435314787234043;0.004768539809952593;0.9342619234042553;0.012715225747918403;0.9452094234042553;0.012743696899340717;0.9372873936170213;0.014258387896761805;0.9438603808510638;0.02190014913381462;0.9372690425531915;0.013396883582754945;0.937097559574468;0.01821273802447378;0.9440869085106383;0.02306376330126727;0.9395511489361702;0.013290254823510993;0.9460746531914893;0.023127485887367218;0.9332327382978723;0.024830356448548616;0.9400343531914893;0.022947611277115254;0.9416102127659575;0.013607379839976499;0.9475020595744681;0.02657133366343003
6;0.9407333646994462;80;0.9424676416666666;0.021049358894091513;0.9463744893617021;0.021059202931118137;0.934613929787234;0.015265625318554264;0.9396964106382979;0.011154857323688218;0.9397365787234042;0.019294240832107477;0.9434872063829787;0.01683883034383435;0.9416339638297873;0.01177686329868174;0.9312970063829787;0.01852073413900128;0.9484196276595744;0.024248284043669556;0.937906685106383;0.015762171399905232;0.9451002510638298;0.0188113724983039;0.9338474191489362;0.022303470068185605;0.942497044680851;0.02633088315748182;0.9404508510638298;0.01586742933128813;0.9406202893617022;0.01525075114156154
7;0.9407353230497232;80;0.9367837106382979;0.01315139035298639;0.9388788260869565;0.012304785461463266;0.9413256695652173;0.02449933186736931;0.9450568913043478;0.010564400320001891;0.9352356369565218;0.014417605615717942;0.942312702173913;0.011398652578976928;0.9405908326086957;0.015953259329512907;0.9433239782608696;0.02348681482410374;0.9365300804347826;0.0157946125565737;0.9366236152173913;0.015459788531383497;0.9445542434782609;0.019151379123135432;0.9412925673913044;0.014026143033160996;0.9394794913043478;0.01858500156334942;0.9386876695652174;0.01718689677064568;0.9406765130434782;0.016295035679652854
8;0.9407372813999999;80;0.9403499787234042;0.01905425986663322;0.9429652543478261;0.008164737179132839;0.94280285;0.015161369548028603;0.9354435195652174;0.013631795591102757;0.9422104304347826;0.01603873262458892;0.9369225673913043;0.020878056658628765;0.9444941695652174;0.010310321836422413;0.939457295652174;0.01426292305447093;0.9382677608695652;0.025246977825302653;0.9411798;0.02240953186669557;0.9420684782608696;0.010636340178858785;0.9382951326086957;0.020465854779934237;0.9405345608695652;0.020231470132592702;0.9401154043478261;0.01672865855408293;0.9416613913043478;0.02670883215622233
9;0.940739239750277;80;0.939087688;0.009674871767723529;0.9393098632653061;0.01670577506603497;0.9392162367346939;0.02968991815253885;0.9442213959183674;0.0177296190781246;0.9409842530612245;0.01829638426181184;0.9342342734693878;0.01778174232000078;0.9414434591836734;0.019753847139712625;0.9431572734693877;0.012899199727579606;0.9379678;0.02029620271567648;0.9426238224489796;0.017041022285713792;0.9385279081632653;0.0038635318178900178;0.9383166448979592;0.01482922256027297;0.9429177510204082;0.014111354567172768;0.9375426040816327;0.0138232081648786;0.9475006408163266;0.023271573359474062
