waveform	Bridge
t0	02/11/2021  17:25:44,033336
delta t	0,000500

time	Bridge
02/11/2021  17:25:44,033336	9,385716E-4
02/11/2021  17:25:44,033836	9,382736E-4
02/11/2021  17:25:44,034336	9,387922E-4
02/11/2021  17:25:44,034836	9,384345E-4
02/11/2021  17:25:44,035336	9,380590E-4
02/11/2021  17:25:44,035836	9,381246E-4
02/11/2021  17:25:44,036336	9,382199E-4
02/11/2021  17:25:44,036836	9,386372E-4
02/11/2021  17:25:44,037336	9,381723E-4
02/11/2021  17:25:44,037836	9,386431E-4
02/11/2021  17:25:44,038336	9,384465E-4
02/11/2021  17:25:44,038836	9,379100E-4
02/11/2021  17:25:44,039336	9,383243E-4
02/11/2021  17:25:44,039836	9,379607E-4
02/11/2021  17:25:44,040336	9,373437E-4
02/11/2021  17:25:44,040836	9,379994E-4
02/11/2021  17:25:44,041336	9,388816E-4
02/11/2021  17:25:44,041836	9,380143E-4
02/11/2021  17:25:44,042336	9,387922E-4
02/11/2021  17:25:44,042836	9,378802E-4
02/11/2021  17:25:44,043336	9,388637E-4
02/11/2021  17:25:44,043836	9,388816E-4
02/11/2021  17:25:44,044336	9,388607E-4
02/11/2021  17:25:44,044836	9,387564E-4
02/11/2021  17:25:44,045336	9,372305E-4
02/11/2021  17:25:44,045836	9,379428E-4
02/11/2021  17:25:44,046336	9,386282E-4
02/11/2021  17:25:44,046836	9,388279E-4
02/11/2021  17:25:44,047336	9,390127E-4
02/11/2021  17:25:44,047836	9,385597E-4
02/11/2021  17:25:44,048336	9,384375E-4
02/11/2021  17:25:44,048836	9,393376E-4
02/11/2021  17:25:44,049336	9,389889E-4
02/11/2021  17:25:44,049836	9,387504E-4
02/11/2021  17:25:44,050336	9,385388E-4
02/11/2021  17:25:44,050836	9,386372E-4
02/11/2021  17:25:44,051336	9,388369E-4
02/11/2021  17:25:44,051836	9,395343E-4
02/11/2021  17:25:44,052336	9,381901E-4
02/11/2021  17:25:44,052836	9,381305E-4
02/11/2021  17:25:44,053336	9,390425E-4
02/11/2021  17:25:44,053836	9,384941E-4
02/11/2021  17:25:44,054336	9,390336E-4
02/11/2021  17:25:44,054836	9,387802E-4
02/11/2021  17:25:44,055336	9,386372E-4
02/11/2021  17:25:44,055836	9,390365E-4
02/11/2021  17:25:44,056336	9,390067E-4
02/11/2021  17:25:44,056836	9,381931E-4
02/11/2021  17:25:44,057336	9,380501E-4
02/11/2021  17:25:44,057836	9,386074E-4
02/11/2021  17:25:44,058336	9,383243E-4
02/11/2021  17:25:44,058836	9,391319E-4
02/11/2021  17:25:44,059336	9,385537E-4
02/11/2021  17:25:44,059836	9,390455E-4
02/11/2021  17:25:44,060336	9,384256E-4
02/11/2021  17:25:44,060836	9,394240E-4
02/11/2021  17:25:44,061336	9,383988E-4
02/11/2021  17:25:44,061836	9,386730E-4
02/11/2021  17:25:44,062336	9,384315E-4
02/11/2021  17:25:44,062836	9,386312E-4
02/11/2021  17:25:44,063336	9,393554E-4
02/11/2021  17:25:44,063836	9,383511E-4
02/11/2021  17:25:44,064336	9,388160E-4
02/11/2021  17:25:44,064836	9,381901E-4
02/11/2021  17:25:44,065336	9,383630E-4
02/11/2021  17:25:44,065836	9,389322E-4
02/11/2021  17:25:44,066336	9,380799E-4
02/11/2021  17:25:44,066836	9,388846E-4
02/11/2021  17:25:44,067336	9,380352E-4
02/11/2021  17:25:44,067836	9,387385E-4
02/11/2021  17:25:44,068336	9,388369E-4
02/11/2021  17:25:44,068836	9,386640E-4
02/11/2021  17:25:44,069336	9,386193E-4
02/11/2021  17:25:44,069836	9,386551E-4
02/11/2021  17:25:44,070336	9,381633E-4
02/11/2021  17:25:44,070836	9,384882E-4
02/11/2021  17:25:44,071336	9,380203E-4
02/11/2021  17:25:44,071836	9,379964E-4
02/11/2021  17:25:44,072336	9,378325E-4
02/11/2021  17:25:44,072836	9,380829E-4
02/11/2021  17:25:44,073336	9,384971E-4
02/11/2021  17:25:44,073836	9,382468E-4
02/11/2021  17:25:44,074336	9,382468E-4
02/11/2021  17:25:44,074836	9,384405E-4
02/11/2021  17:25:44,075336	9,387236E-4
02/11/2021  17:25:44,075836	9,384375E-4
02/11/2021  17:25:44,076336	9,386759E-4
02/11/2021  17:25:44,076836	9,392034E-4
02/11/2021  17:25:44,077336	9,390932E-4
02/11/2021  17:25:44,077836	9,387534E-4
02/11/2021  17:25:44,078336	9,385150E-4
02/11/2021  17:25:44,078836	9,382348E-4
02/11/2021  17:25:44,079336	9,383481E-4
02/11/2021  17:25:44,079836	9,390783E-4
02/11/2021  17:25:44,080336	9,385508E-4
02/11/2021  17:25:44,080836	9,382110E-4
02/11/2021  17:25:44,081336	9,392780E-4
02/11/2021  17:25:44,081836	9,391468E-4
02/11/2021  17:25:44,082336	9,388726E-4
02/11/2021  17:25:44,082836	9,382170E-4
02/11/2021  17:25:44,083336	9,379487E-4
02/11/2021  17:25:44,083836	9,377610E-4
02/11/2021  17:25:44,084336	9,379607E-4
02/11/2021  17:25:44,084836	9,384703E-4
02/11/2021  17:25:44,085336	9,394299E-4
02/11/2021  17:25:44,085836	9,385180E-4
02/11/2021  17:25:44,086336	9,387534E-4
02/11/2021  17:25:44,086836	9,390127E-4
02/11/2021  17:25:44,087336	9,384554E-4
02/11/2021  17:25:44,087836	9,386282E-4
02/11/2021  17:25:44,088336	9,381097E-4
02/11/2021  17:25:44,088836	9,389054E-4
02/11/2021  17:25:44,089336	9,384494E-4
02/11/2021  17:25:44,089836	9,389918E-4
02/11/2021  17:25:44,090336	9,387743E-4
02/11/2021  17:25:44,090836	9,384405E-4
02/11/2021  17:25:44,091336	9,383034E-4
02/11/2021  17:25:44,091836	9,383719E-4
02/11/2021  17:25:44,092336	9,388279E-4
02/11/2021  17:25:44,092836	9,384822E-4
02/11/2021  17:25:44,093336	9,384315E-4
02/11/2021  17:25:44,093836	9,378713E-4
02/11/2021  17:25:44,094336	9,391975E-4
02/11/2021  17:25:44,094836	9,393316E-4
02/11/2021  17:25:44,095336	9,393882E-4
02/11/2021  17:25:44,095836	9,373288E-4
02/11/2021  17:25:44,096336	9,383868E-4
02/11/2021  17:25:44,096836	9,387206E-4
02/11/2021  17:25:44,097336	9,378564E-4
02/11/2021  17:25:44,097836	9,388875E-4
02/11/2021  17:25:44,098336	9,382080E-4
02/11/2021  17:25:44,098836	9,380769E-4
02/11/2021  17:25:44,099336	9,381663E-4
02/11/2021  17:25:44,099836	9,393972E-4
02/11/2021  17:25:44,100336	9,381961E-4
02/11/2021  17:25:44,100836	9,383988E-4
02/11/2021  17:25:44,101336	9,386253E-4
02/11/2021  17:25:44,101836	9,389114E-4
02/11/2021  17:25:44,102336	9,381752E-4
02/11/2021  17:25:44,102836	9,376805E-4
02/11/2021  17:25:44,103336	9,387296E-4
02/11/2021  17:25:44,103836	9,387415E-4
02/11/2021  17:25:44,104336	9,385359E-4
02/11/2021  17:25:44,104836	9,382945E-4
02/11/2021  17:25:44,105336	9,391796E-4
02/11/2021  17:25:44,105836	9,391051E-4
02/11/2021  17:25:44,106336	9,385299E-4
02/11/2021  17:25:44,106836	9,380083E-4
02/11/2021  17:25:44,107336	9,380322E-4
02/11/2021  17:25:44,107836	9,388875E-4
02/11/2021  17:25:44,108336	9,374659E-4
02/11/2021  17:25:44,108836	9,378593E-4
02/11/2021  17:25:44,109336	9,390902E-4
02/11/2021  17:25:44,109836	9,387951E-4
02/11/2021  17:25:44,110336	9,379815E-4
02/11/2021  17:25:44,110836	9,383243E-4
02/11/2021  17:25:44,111336	9,387415E-4
02/11/2021  17:25:44,111836	9,378325E-4
02/11/2021  17:25:44,112336	9,380471E-4
02/11/2021  17:25:44,112836	9,386104E-4
02/11/2021  17:25:44,113336	9,385299E-4
