;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
0;0;0.940721614597785;80;0.940729986;0.9354273795918367;0.9403030387755102;0.9457210224489796;0.9386935714285715;0.9400899551020409;0.9404266653061225;0.9386435285714285;0.9400473816326531;0.9428117428571429;0.9423594408163265;0.9358928163265307;0.9393400775510204;0.9428773795918367;0.9382880673469388
1;0;0.940723572948062;80;0.9400766040816326;0.9432683416666666;0.93453328125;0.9467038416666667;0.9374460854166666;0.93760541875;0.9442754916666667;0.9372695208333334;0.94465615;0.93909059375;0.9373249875;0.9405048791666667;0.9460956270833333;0.9398646083333333;0.9337854145833333
2;0;0.9407255312983389;80;0.941633938;0.9389663081632653;0.9421065836734693;0.9436104591836735;0.9358367387755102;0.9399518387755103;0.9410065040816327;0.9406257428571428;0.9427697040816326;0.935990224489796;0.9430708081632653;0.9379046306122449;0.9394801510204082;0.9464123673469388;0.9365480489795919
3;0;0.9407274896486156;80;0.9353006382978724;0.9477543826086956;0.9388236456521739;0.9410794978260869;0.935234445652174;0.9435547717391304;0.9397300826086956;0.9429951413043478;0.9344252586956522;0.9452389913043479;0.9378345717391304;0.9457266717391304;0.9350244456521739;0.9398023282608696;0.9399020673913043
4;0;0.9407294479988926;80;0.940252966;0.9390001020408163;0.9439048693877551;0.9375135326530613;0.9375458040816327;0.9442597551020409;0.9396660469387755;0.9431187551020408;0.9370148326530612;0.9392833714285714;0.9436151387755102;0.9377124469387755;0.9443353510204081;0.937746293877551;0.9367493469387755
5;0;0.9407314063491695;80;0.9393645770833333;0.9435314787234043;0.9342619234042553;0.9452094234042553;0.9372873936170213;0.9438603808510638;0.9372690425531915;0.937097559574468;0.9440869085106383;0.9395511489361702;0.9460746531914893;0.9332327382978723;0.9400343531914893;0.9416102127659575;0.9475020595744681
6;0;0.9407333646994462;80;0.9424676416666666;0.9463744893617021;0.934613929787234;0.9396964106382979;0.9397365787234042;0.9434872063829787;0.9416339638297873;0.9312970063829787;0.9484196276595744;0.937906685106383;0.9451002510638298;0.9338474191489362;0.942497044680851;0.9404508510638298;0.9406202893617022
7;0;0.9407353230497232;80;0.9367837106382979;0.9388788260869565;0.9413256695652173;0.9450568913043478;0.9352356369565218;0.942312702173913;0.9405908326086957;0.9433239782608696;0.9365300804347826;0.9366236152173913;0.9445542434782609;0.9412925673913044;0.9394794913043478;0.9386876695652174;0.9406765130434782
8;0;0.9407372813999999;80;0.9403499787234042;0.9429652543478261;0.94280285;0.9354435195652174;0.9422104304347826;0.9369225673913043;0.9444941695652174;0.939457295652174;0.9382677608695652;0.9411798;0.9420684782608696;0.9382951326086957;0.9405345608695652;0.9401154043478261;0.9416613913043478
9;0;0.940739239750277;80;0.939087688;0.9393098632653061;0.9392162367346939;0.9442213959183674;0.9409842530612245;0.9342342734693878;0.9414434591836734;0.9431572734693877;0.9379678;0.9426238224489796;0.9385279081632653;0.9383166448979592;0.9429177510204082;0.9375426040816327;0.9475006408163266
10;0;0.9407411981005537;80;0.941618993877551;0.9396401166666667;0.93633375;0.94550795;0.9344232208333333;0.9463869041666667;0.93781665625;0.93693521875;0.9438588333333333;0.9382697729166667;0.94612444375;0.9348672708333333;0.9382933125;0.94328860625;0.9425637229166667
11;0;0.9407431564508305;80;0.9428328;0.9329949627450981;0.9447253156862745;0.9403741960784314;0.9420304823529412;0.939966137254902;0.9369722725490196;0.9424598588235295;0.9387370490196079;0.9392440137254902;0.945352456862745;0.9374183901960784;0.9384582196078431;0.9386332431372549;0.9426067647058823
12;0;0.9407451148011076;80;0.9405159387755102;0.9419326979166667;0.9382079604166667;0.9441432333333334;0.9338463895833333;0.9428600229166667;0.9401232833333333;0.9398807666666666;0.9436834729166667;0.9328126833333333;0.9465870166666667;0.9373524666666667;0.94276841875;0.93969839375;0.9361133291666667
13;0;0.9407470731513844;80;0.9407120877551021;0.93980098125;0.9459774;0.9354950875;0.9378587208333333;0.9435591875;0.9381692041666667;0.9427822604166667;0.9347971625;0.9456334125;0.9362719041666666;0.9395234020833333;0.9463960708333333;0.9322330520833333;0.94508639375
14;0;0.9407490315016611;80;0.9350574520833334;0.937190514893617;0.9420513127659574;0.9468949319148936;0.9375492723404255;0.9345304319148936;0.9414256659574468;0.9448459234042553;0.9414415255319148;0.9306219595744681;0.9480714276595745;0.9369792276595744;0.9452097446808511;0.9346505106382978;0.9391240531914894
15;0;0.9407509898519382;80;0.9475186829787234;0.9393951869565218;0.9445614456521739;0.9336966086956522;0.940715352173913;0.941402202173913;0.9463874630434783;0.9324655739130435;0.9431105326086956;0.9375291086956522;0.9471752586956522;0.9357157239130435;0.9377836760869566;0.9417877673913043;0.9445929630434783
