;0;1;2;3;4;5;6;7;8;9;10;11;12
0;0;0.940721615;782;0.940202154;0.936977637;0.940547124;0.943012892;0.938308896;0.941079993;0.937000231;0.943748513;0.940018951;0.939026616
1;0;0.940723573;782;0.941353751;0.937475258;0.942571297;0.938957829;0.940976972;0.940964272;0.939789435;0.938094306;0.94099154;0.942236408
2;0;0.940725531;782;0.944987121;0.936535119;0.939822388;0.939856485;0.938177245;0.944477831;0.936795772;0.941746123;0.940942904;0.941098214
3;0;0.94072749;782;0.941065949;0.94112907;0.939299564;0.939834213;0.940014236;0.937948314;0.942083241;0.942533528;0.940510541;0.936674514
4;0;0.940729448;782;0.940948512;0.940676057;0.93873507;0.940648443;0.937810559;0.941861249;0.942441712;0.937690864;0.942408254;0.936740315
5;0;0.940731406;782;0.940373657;0.937675282;0.943688046;0.940225646;0.938262073;0.940812256;0.93905413;0.940652603;0.94280943;0.943478127
6;0;0.940733365;782;0.942317492;0.940466087;0.943324693;0.938614224;0.938380006;0.942504294;0.935668627;0.941999286;0.941531113;0.940445777
7;0;0.940735323;782;0.938903652;0.939206464;0.941198603;0.940024966;0.937476744;0.943755823;0.941409044;0.938050621;0.939749691;0.940721261
8;0;0.940737281;782;0.941911394;0.941686736;0.937500276;0.939426739;0.94219989;0.938353671;0.942428661;0.941410637;0.94067361;0.936919616
9;0;0.94073924;782;0.938302128;0.940003953;0.93938495;0.940463676;0.943513551;0.938282404;0.941420659;0.938526268;0.941742003;0.943316214
10;0;0.940741198;782;0.940752092;0.937876248;0.942832974;0.940829552;0.937614533;0.941732768;0.936382077;0.943206089;0.943241123;0.937454651
11;0;0.940743156;782;0.939488979;0.94068696;0.936683366;0.944570564;0.938250258;0.940875373;0.939098873;0.942346457;0.938012058;0.942105578
12;0;0.940745115;782;0.942531218;0.938032544;0.940866497;0.939803544;0.939024114;0.943869716;0.938217085;0.940334803;0.941055982;0.93823024
13;0;0.940747073;782;0.94039287;0.943637167;0.936815718;0.940474608;0.939585863;0.936451285;0.944266089;0.939385968;0.938829438;0.943023007
14;0;0.940749032;782;0.936632779;0.939920783;0.938408349;0.939317653;0.941439115;0.942572674;0.93830364;0.941426464;0.94204069;0.936196944
15;0;0.94075099;782;0.9428837;0.944511419;0.939634089;0.938395969;0.939119539;0.940411081;0.936521589;0.944822063;0.941837586;0.939073594
16;0;0.940752948;782;0.940570586;0.939598893;0.943574915;0.939998831;0.93750141;0.942277738;0.939204152;0.942114562;0.942641718;0.941087668
17;0;0.940754907;782;0.939616172;0.94320296;0.936225703;0.940320784;0.940707756;0.93782684;0.944010352;0.938203958;0.939623755;0.942175884
18;0;0.940756865;782;0.936625289;0.943165327;0.939939326;0.937943212;0.94192998;0.936316465;0.944684938;0.939192773;0.939864874;0.941758999
19;0;0.940758823;782;0.943078824;0.937433096;0.940589765;0.941118614;0.938841439;0.943384541;0.938865439;0.939605799;0.941600614;0.940730772
20;0;0.940760782;782;0.940864234;0.942188073;0.936645761;0.941965235;0.936972504;0.944615303;0.939130951;0.93995828;0.941451617;0.938674319
21;0;0.94076274;782;0.942131557;0.941937655;0.937895871;0.940301047;0.939652582;0.939187419;0.943739905;0.938484568;0.940164067;0.94077443
22;0;0.940764698;782;0.94199999;0.941713303;0.943358787;0.937649032;0.937944317;0.942388519;0.940114687;0.939954571;0.938091199;0.94178623
23;0;0.940766657;782;0.941073343;0.939650989;0.941972891;0.941939303;0.938695139;0.942034491;0.937332005;0.941652415;0.938294073;0.943347344
24;0;0.940768615;782;0.942468377;0.939354404;0.938178749;0.939905509;0.942289211;0.936409374;0.943446907;0.94359339;0.939123427;0.938784431
25;0;0.940770573;782;0.940727803;0.939113555;0.941410258;0.940998855;0.937361611;0.942565729;0.940233012;0.940106579;0.942284679;0.936277562
26;0;0.940772532;782;0.940243911;0.938816283;0.942552706;0.94157336;0.939641279;0.937953784;0.939085873;0.942452524;0.937971929;0.944504203
27;0;0.94077449;782;0.943474668;0.941211953;0.938395017;0.941916649;0.937697728;0.940664836;0.941721521;0.940513294;0.93765319;0.941571775
28;0;0.940776448;782;0.939888554;0.942220499;0.940663064;0.939331604;0.939197493;0.941656062;0.940897195;0.94053521;0.937910318;0.94079333
29;0;0.940778407;782;0.939866207;0.94075577;0.939201787;0.941655023;0.940877863;0.9429293;0.937178596;0.938212826;0.942037483;0.938731794
30;1;0.948567615;782;0.944032358;0.951647415;0.948532596;0.947831791;0.947509872;0.948712685;0.946781953;0.951841438;0.950252255;0.95042183
31;1;0.948568213;782;0.953655893;0.953390887;0.942430664;0.949179903;0.957659918;0.945293315;0.946762679;0.955596521;0.947919039;0.946145747
32;1;0.948568812;782;0.944083503;0.952232418;0.948965934;0.950977984;0.950586223;0.946974823;0.957017986;0.941784166;0.949360568;0.946648971
33;1;0.94856941;782;0.947936802;0.946010165;0.955329488;0.943632525;0.955860657;0.950283808;0.941168668;0.946935882;0.947628692;0.951249188
34;1;0.948570008;782;0.952911452;0.944224542;0.947034079;0.951374665;0.955388065;0.943453105;0.951839829;0.942192888;0.953937251;0.946973795
35;1;0.948570606;782;0.956718627;0.94164621;0.95288922;0.953911924;0.9500353;0.951527228;0.94603911;0.945615221;0.956440256;0.942223198
36;1;0.948571205;782;0.950206313;0.940190766;0.950462065;0.952625937;0.952682683;0.954792332;0.954688514;0.943361114;0.950545751;0.954352638
37;1;0.948571803;782;0.944858045;0.955969618;0.947618173;0.948781202;0.954317252;0.94158219;0.948241483;0.943819785;0.948289132;0.957647252
38;1;0.948572401;782;0.949947056;0.953301055;0.945589054;0.954510481;0.944943762;0.952740361;0.951350625;0.945624979;0.951685451;0.95066368
