;0;1;2;3
0;0;0.940721614597785;80;0.940407957615894
1;0;0.940723572948062;80;0.9406650746575342
2;0;0.9407255312983389;80;0.9399797348993288
3;0;0.9407274896486156;80;0.9428253442857143
4;0;0.9407294479988926;80;0.9397934899328859
5;0;0.9407314063491695;80;0.9391394951724138
6;0;0.9407333646994462;80;0.9406070006944445
7;0;0.9407353230497232;80;0.9404257183098591
8;0;0.9407372813999999;80;0.941697609090909
9;0;0.940739239750277;80;0.9400424193333333
10;0;0.9407411981005537;80;0.9397210952380952
11;0;0.9407431564508305;80;0.9392564865384615
12;0;0.9407451148011076;80;0.9403094278911565
13;0;0.9407470731513844;80;0.9421395904761904
14;0;0.9407490315016611;80;0.9389978689655173
15;0;0.9407509898519382;80;0.9404408617021277
16;0;0.9407529482022149;80;0.9415848256944445
17;0;0.9407549065524917;80;0.9391806666666667
18;0;0.9407568649027686;80;0.9388420234899328
19;0;0.9407588232530455;80;0.9408798859060402
20;0;0.9407607816033223;80;0.9407732205298013
21;0;0.9407627399535992;80;0.9394003129251701
22;0;0.9407646983038761;80;0.940800985
23;0;0.9407666566541528;80;0.9419837775
24;0;0.9407686150044297;80;0.9392575127659575
25;0;0.9407705733547066;80;0.9399407952380953
26;0;0.9407725317049834;80;0.938840388028169
27;0;0.9407744900552604;80;0.9390850462068966
28;0;0.9407764484055371;80;0.9397846195945946
29;0;0.940778406755814;80;0.9394421971830986
30;1;0.9485676150729699;80;0.9478234719178082
31;1;0.9485682133120689;80;0.9514878226452905
32;1;0.948568811551168;80;0.9499833693693693
33;1;0.948569409790267;80;0.9493864902173913
34;1;0.948570008029366;80;0.9469840216783216
35;1;0.948570606268465;80;0.9534078345083488
36;1;0.9485712045075639;80;0.9524106313653137
37;1;0.948571802746663;80;0.9481863060721063
38;1;0.9485724009857618;80;0.9512032701275045
39;1;0.948572999224861;80;0.9478659371268657
40;1;0.94857359746396;80;0.9488012414678899
41;1;0.9485741957030589;80;0.9536214754545455
42;1;0.948574793942158;80;0.9480675256074766
43;1;0.948575392181257;80;0.9520662895306858
44;1;0.948575990420356;80;0.9484853382739212
45;1;0.948576588659455;80;0.9499747715909092
46;1;0.9485771868985539;80;0.9460379537391305
47;1;0.948577785137653;80;0.9504622247395833
48;1;0.948578383376752;80;0.9465503779891304
49;1;0.9485789816158511;80;0.9405687047826087
50;1;0.94857957985495;80;0.9469473695906433
51;1;0.9485801780940489;80;0.9490628408854167
52;1;0.948580776333148;80;0.957262508677686
53;1;0.9485813745722468;80;0.9531505619512195
54;1;0.948581972811346;80;0.9459291546558705
55;1;0.948582571050445;80;0.9514216738028168
56;1;0.9485831692895439;80;0.9482337051546391
57;1;0.948583767528643;80;0.9537298909326425
58;1;0.948584365767742;80;0.9500724408510638
59;2;0.9595777235329936;80;0.9582321331034482
60;2;0.9595712113683125;80;0.9577793546666666
61;2;0.9595646992036317;80;0.9582736475524476
62;2;0.9595581870389507;80;0.9581295868965517
63;2;0.9595516748742697;80;0.9589246835616438
64;2;0.9595451627095888;80;0.9577137020833333
65;2;0.9595386505449078;80;0.9579194131034483
66;2;0.9595321383802268;80;0.9579299063829787
67;2;0.959525626215546;80;0.9582397324503311
68;2;0.959519114050865;80;0.9602935737931034
69;2;0.959512601886184;80;0.9579203530201342
70;2;0.9595060897215031;80;0.9588455047945206
71;2;0.9594995775568221;80;0.96105966875
72;2;0.9594930653921411;80;0.9567781627586207
73;2;0.9594865532274603;80;0.9564439503496504
74;2;0.9594800410627792;80;0.9569404095890411
75;2;0.9594735288980984;80;0.9590974326388889
76;2;0.9594670167334175;80;0.9573194181818182
77;2;0.9594605045687364;80;0.9584934805555556
78;2;0.9594539924040556;80;0.95849114
79;2;0.9594474802393745;80;0.95922843125
80;2;0.9594409680746936;80;0.958512155033557
81;2;0.9594344559100125;80;0.9591983035211268
82;2;0.9594279437453318;80;0.9599135080536912
83;2;0.9594214315806506;80;0.960045952027027
84;2;0.9594149194159699;80;0.9574276642384106
85;2;0.9594084072512888;80;0.9580712563758389
86;2;0.9594018950866079;80;0.9588250944444444
87;2;0.9593953829219269;80;0.9593542993103449
88;3;0.9691125300427142;80;0.9690860594855305
89;3;0.9691139607805895;80;0.9699482727642277
90;3;0.969115391518465;80;0.964043261038961
91;3;0.9691168222563404;80;0.9677136778894472
92;3;0.9691182529942158;80;0.9629257774193548
93;3;0.9691196837320912;80;0.9568049897058823
94;3;0.9691211144699667;80;0.9662694390000001
95;3;0.9691225452078421;80;0.9713288682320442
96;3;0.9691239759457176;80;0.9725635121874999
97;3;0.9691254066835929;80;0.9726106252918287
98;3;0.9691268374214684;80;0.9732854158088236
99;3;0.9691282681593438;80;0.9714198170666667
100;3;0.9691296988972192;80;0.9780429975728155
101;3;0.9691311296350946;80;0.9692146426553672
102;3;0.96913256037297;80;0.9651655854219949
103;3;0.9691339911108454;80;0.9692188246231156
104;3;0.9691354218487208;80;0.9683921382075472
105;3;0.9691368525865963;80;0.9677742808219179
106;3;0.9691382833244717;80;0.9758645135678392
107;3;0.9691397140623471;80;0.9694950909090909
108;3;0.9691411448002225;80;0.9608893653266332
109;3;0.9691425755380979;80;0.975053059922179
110;3;0.9691440062759733;80;0.970403172260274
111;3;0.9691454370138487;80;0.9631194351973684
112;3;0.9691468677517241;80;0.9620829319277109
113;3;0.9691482984895996;80;0.9689741255605382
114;3;0.9691497292274749;80;0.9687440585434174
115;3;0.9691511599653504;80;0.9729628337579618
116;3;0.9691525907032258;80;0.9619791369158879
117;4;0.9789375383221484;80;0.9777412689189189
118;4;0.9789406705479511;80;0.9781759033557047
119;4;0.978943802773754;80;0.9766542028169014
120;4;0.978946934999557;80;0.9789374219178082
121;4;0.9789500672253599;80;0.9798790708333334
122;4;0.9789531994511627;80;0.97988095625
123;4;0.9789563316769656;80;0.9797570469798658
124;4;0.9789594639027686;80;0.9774258380952381
