;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
0;0;0.9409897938723221;447;0.939888668;0.9426763590604027;0.9448280154362416;0.9397008281879194;0.9418736456375839;0.9407637476510067;0.9417467389261746;0.9430461013422818;0.9372194812080537;0.944772132885906;0.9446837261744967;0.9379173214765101;0.9438783523489933;0.9400127375838926;0.9439178798657718;0.9390090865771812;0.9392168255033557;0.9427336087248323;0.9448284711409396;0.940228522818792
1;0;0.9409884010951427;447;0.9390502853932584;0.9440109118644068;0.9453095435028248;0.9390899632768361;0.9379020141242937;0.9407463305084746;0.9430336423728813;0.940127772881356;0.9436199355932203;0.9414821971751413;0.9395414209039548;0.9449802344632768;0.9412044265536723;0.9389414237288135;0.9417533327683616;0.9462090858757062;0.9351020762711865;0.9417698875706215;0.9472304807909604;0.942092997740113
2;0;0.9409870083179631;447;0.9389271030674846;0.944905124691358;0.9367377851851851;0.9388997401234568;0.9464422308641975;0.9420299635802469;0.9394981734567901;0.9436300481481481;0.944497175925926;0.9397992950617284;0.941960637037037;0.940262436419753;0.9430380802469136;0.9402281358024691;0.9428440981481482;0.9427883259259259;0.9398600166666666;0.9407916135802469;0.9412593574074074;0.9424130197530864
3;0;0.9409856155407835;447;0.9454134406666667;0.9415877765100671;0.9382731201342281;0.9430246496644296;0.9449605006711409;0.9385874946308724;0.9420224026845637;0.9435700134228188;0.9430976241610738;0.9414703134228188;0.9400608161073826;0.9410160597315437;0.9451475577181208;0.9387643624161074;0.9405769845637584;0.9427778369127516;0.9445588711409396;0.9401236161073826;0.9398655483221476;0.9427719718120805
4;0;0.940984222763604;447;0.9405554514619883;0.943057665882353;0.9424362347058823;0.9414080970588236;0.9403455694117647;0.9433620717647059;0.9393122129411765;0.9426255364705882;0.9462059323529411;0.939462035882353;0.9395302705882352;0.942919045882353;0.9408813752941176;0.9406963205882353;0.9415416782352941;0.9456407529411764;0.9386059682352941;0.9420000082352941;0.9434348829411765;0.9392553988235294
5;0;0.9409828299864246;447;0.94206237;0.9419825409395973;0.9421627563758389;0.9411162919463087;0.9415088966442953;0.938717677181208;0.9449117731543624;0.9427649154362416;0.9402726134228188;0.9403084161073826;0.942861722818792;0.9396484046979866;0.9425006624161074;0.9382784120805369;0.9446304315436241;0.9417157966442953;0.9399799543624161;0.9407565946308725;0.9433124597315437;0.940777277852349
6;0;0.9409814372092451;447;0.941751185945946;0.9428253668478261;0.9399642184782608;0.9460975032608696;0.9393888027173913;0.941477172826087;0.9457755429347826;0.9403113510869565;0.9416758641304348;0.9414240847826086;0.9438496755434782;0.9400440445652174;0.9446019923913044;0.9408027755434782;0.9401214907608696;0.9427843951086956;0.9403180934782609;0.9391548809782608;0.9438391934782608;0.941115660326087
7;0;0.9409800444320655;447;0.9388595906976744;0.9445803695906433;0.9426721701754386;0.9410496099415204;0.9426536467836257;0.9402293052631578;0.9404907502923977;0.9410519058479532;0.9455092514619883;0.9397892590643275;0.9424073169590643;0.9428505543859649;0.938296169005848;0.9408645046783626;0.943764132748538;0.9406549947368421;0.9404478128654971;0.9411266953216374;0.9447408976608187;0.9392231608187135
8;0;0.940978651654886;447;0.9349120506666667;0.9402803805369128;0.9453287919463087;0.9416586067114094;0.9423129241610738;0.9418917140939598;0.9403530006711409;0.9412491758389262;0.9435269892617449;0.9371874449664429;0.9389642946308725;0.9478840832214765;0.9373145436241611;0.9463923832214766;0.9413155926174497;0.9433572449664429;0.9400749416107382;0.9377278624161074;0.9446946134228188;0.9464932684563758
9;0;0.9409772588777066;447;0.943520476923077;0.9423685255952381;0.94118795;0.943446055952381;0.9400961875;0.9403435880952381;0.9431153130952381;0.9436575660714286;0.9386500244047619;0.9423253351190476;0.9425810011904762;0.9419202273809524;0.9410424559523809;0.9406901404761905;0.9412973059523809;0.9434453154761905;0.9370697083333334;0.9414320321428571;0.9441959910714286;0.9430027559523809
