;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37
0;0;0.9409897938723221;447;0.9412545129411765;0.9373482;0.9444265785714285;0.94134675;0.9475891452380952;0.941510880952381;0.9387384142857143;0.9450723;0.9385005761904762;0.9424993773809524;0.9389380476190476;0.9437546571428571;0.9372102202380952;0.9461555547619047;0.9400944214285715;0.9366272107142857;0.9473974988095238;0.9393995642857143;0.9449370880952381;0.9448558321428572;0.935275880952381;0.94466795;0.9427027952380952;0.9382904988095239;0.9420723023809524;0.9474257297619048;0.936847863095238;0.9415731095238096;0.9410819595238096;0.936376905952381;0.944638225;0.9416075880952381;0.9434309285714285;0.9469138226190477;0.9354685261904762
1;0;0.9409884010951427;447;0.943548398019802;0.934344702;0.952127776;0.935185683;0.947828255;0.935390302;0.944209678;0.93956779;0.938153763;0.941013572;0.942327817;0.94075219;0.942547944;0.93969001;0.944333863;0.942122355;0.940464077;0.941362542;0.939772491;0.94153907;0.945184848;0.939950836;0.944471357;0.939415485;0.939550068;0.942152901;0.942924424;0.947256405;0.93299781;0.938773996;0.951925933;0.931585267;0.951647133;0.933511303;0.949362034
2;0;0.9409870083179631;447;0.9393763010752688;0.9391169945652174;0.9462965826086956;0.9385532717391304;0.934524375;0.9498443402173913;0.9315597760869565;0.9457999391304348;0.9450835032608695;0.9404603108695653;0.9450404815217391;0.938491275;0.9424969391304348;0.9427456239130435;0.9435828293478261;0.9457621858695652;0.9366112434782609;0.9398362510869566;0.9460876619565217;0.934736375;0.9447910793478261;0.9423560880434783;0.9459762826086957;0.937513404347826;0.9421678673913043;0.9421900902173913;0.9394832847826087;0.9459693630434782;0.9432030402173913;0.9365595152173913;0.9425727021739131;0.9392070304347826;0.9400669467391304;0.9435279054347826;0.9423683663043478
3;0;0.9409856155407835;447;0.9483698070588236;0.9389940785714286;0.9398643059523809;0.9474867547619048;0.9348962904761905;0.9447210297619048;0.9403329178571429;0.9422256785714286;0.9467401988095238;0.9377047523809524;0.9404786130952381;0.9421203059523809;0.9442980154761905;0.9426507738095238;0.9444562226190476;0.9399405416666666;0.9420285416666667;0.9430549190476191;0.9403922916666667;0.9414978238095238;0.9379081523809524;0.9469635535714286;0.9430239107142857;0.9382057714285714;0.93989015;0.9360207083333333;0.9485066;0.9390128095238095;0.9462838892857143;0.9436754333333334;0.9344942940476191;0.9462543416666667;0.9393718892857142;0.93997335;0.9446802869047619
4;0;0.940984222763604;447;0.9376139721649485;0.9444939166666667;0.9457570322916666;0.9369340927083334;0.9469739979166667;0.9373797447916666;0.943135778125;0.9411462958333333;0.94179073125;0.944130334375;0.9419836958333333;0.93785179375;0.9421854625;0.9426343177083333;0.9404468583333333;0.9494831739583334;0.9341583104166666;0.9472936395833333;0.93741284375;0.9418350979166666;0.941853128125;0.94382604375;0.9389627614583334;0.9420430989583334;0.936176009375;0.9463777177083333;0.9387427166666666;0.9476352375;0.937871946875;0.9426751416666667;0.9439279697916667;0.9385906385416667;0.944582990625;0.9447313302083333;0.9354721354166666
5;0;0.9409828299864246;447;0.9445194658823529;0.9381154095238096;0.9430820654761904;0.9424554035714285;0.9408790964285714;0.9468419464285714;0.9370481785714285;0.9394801309523809;0.9439603583333334;0.9367914130952381;0.9414789333333333;0.9470186857142857;0.9391644892857143;0.946722461904762;0.9370766880952381;0.9420643392857143;0.9435441916666667;0.9386388964285715;0.9446668845238095;0.943295930952381;0.9350092369047619;0.9481974416666666;0.9363353845238095;0.9353314761904762;0.9449319107142857;0.9436301035714286;0.9390004738095238;0.9445756345238095;0.9374360452380952;0.943400975;0.9401884392857143;0.9409781107142857;0.9460501666666666;0.9406311523809524;0.9415642714285715
6;0;0.9409814372092451;447;0.9482286339622642;0.9374673666666666;0.9411755542857143;0.9387980866666666;0.9442901380952381;0.9415965638095238;0.9471584838095238;0.9330935733333333;0.9465964085714286;0.9448828447619048;0.940737579047619;0.9463909923809524;0.93688552;0.9433862123809523;0.9417283790476191;0.9426476019047619;0.9391923752380953;0.9440048952380953;0.9439835276190476;0.9387257571428571;0.9422260533333333;0.9422076238095238;0.9467439209523809;0.9385943752380952;0.9441365761904762;0.9373595342857143;0.9433731085714285;0.9419102371428572;0.9386956838095238;0.9426369971428571;0.93785628;0.9439752704761905;0.9420514380952381;0.9446965038095239;0.9372455571428572
7;0;0.9409800444320655;447;0.9386352326530613;0.9405809783505155;0.9464035577319587;0.9438953536082474;0.9387403134020619;0.9422416824742268;0.9420666783505155;0.9423878350515464;0.9440896494845361;0.9371099917525774;0.944342118556701;0.9368944113402062;0.9436874979381443;0.9394802835051547;0.9491027350515464;0.940602050515464;0.9389399567010309;0.940888475257732;0.9420139762886598;0.9393277597938144;0.9471488360824742;0.9390032329896907;0.9397059164948454;0.9419377206185567;0.9400539402061856;0.9446248835051546;0.9377722329896907;0.9432770164948454;0.9409443597938144;0.9407519257731959;0.9423667340206185;0.9398995731958762;0.9471257659793815;0.9379119505154639;0.9411803886597938
8;0;0.940978651654886;447;0.9350825282352941;0.9365952440476191;0.9452542023809524;0.9349844595238095;0.9466121178571428;0.9443533238095239;0.9403944773809524;0.9426608630952381;0.9421935654761905;0.9388106773809524;0.9436842904761905;0.9389428714285715;0.9441439666666667;0.9410789845238096;0.9362549869047619;0.9485684345238096;0.9314801023809524;0.9462668142857142;0.940319561904762;0.9386013214285714;0.9516387440476191;0.9371348392857143;0.9381259261904762;0.9516471488095238;0.9383565642857142;0.9421724190476191;0.9442225535714286;0.9434763857142857;0.9360398964285714;0.9431849952380953;0.9423001095238095;0.9341893023809523;0.9478863619047619;0.9384612107142857;0.9488343595238096
9;0;0.9409772588777066;447;0.94755310625;0.9404783031578947;0.9422515663157894;0.94143152;0.9383342894736842;0.94100738;0.9476309768421053;0.9400753810526316;0.941116652631579;0.9409566063157895;0.9438448136842106;0.940484032631579;0.9389288547368421;0.9476729873684211;0.9387919442105264;0.9370216768421052;0.94120314;0.9465626557894737;0.9388843557894737;0.9453560652631579;0.9419458494736842;0.9401548947368421;0.94054564;0.941155172631579;0.9429575736842105;0.940955912631579;0.9346122957894737;0.9500534989473685;0.9314348778947369;0.9443411968421053;0.9460451894736842;0.9392625589473684;0.94419628;0.9386425842105263;0.9447536284210526
