;0;1;2;3;4;5;6;7;8;9;10;11
0;0.940721614597785;80;0.9402021539473684;0.9369776373333334;0.940547124;0.943012892;0.938308896;0.9410799933333334;0.9370002306666667;0.9437485133333333;0.9400189506666666;0.939026616
1;0.940723572948062;80;0.9413537506849315;0.9374752583333333;0.9425712972222222;0.9389578291666667;0.9409769722222222;0.9409642722222222;0.9397894347222222;0.9380943055555555;0.9409915402777778;0.9422364083333333
2;0.9407255312983389;80;0.9449871213333333;0.9365351189189189;0.9398223878378379;0.9398564851351351;0.9381772445945946;0.9444778310810811;0.9367957716216216;0.941746122972973;0.940942904054054;0.9410982135135135
3;0.9407274896486156;80;0.9410659485714286;0.9411290695652174;0.939299563768116;0.9398342130434783;0.9400142362318841;0.9379483144927536;0.9420832405797102;0.9425335275362319;0.9405105405797102;0.9366745144927536
4;0.9407294479988926;80;0.940948512;0.9406760567567568;0.9387350702702703;0.9406484432432433;0.9378105594594595;0.9418612486486486;0.9424417121621622;0.9376908635135135;0.942408254054054;0.9367403148648649
5;0.9407314063491695;80;0.9403736569444444;0.9376752816901408;0.9436880464788733;0.9402256464788732;0.9382620732394367;0.9408122563380281;0.9390541295774648;0.9406526028169014;0.9428094295774648;0.9434781267605634
6;0.9407333646994462;80;0.9423174916666667;0.9404660873239437;0.9433246929577465;0.938614223943662;0.9383800056338029;0.9425042943661972;0.9356686267605634;0.941999285915493;0.9415311126760564;0.9404457774647887
7;0.9407353230497232;80;0.938903652112676;0.9392064642857143;0.9411986028571429;0.9400249657142857;0.9374767442857143;0.9437558228571429;0.9414090442857143;0.9380506214285714;0.9397496914285715;0.9407212614285714
8;0.9407372813999999;80;0.9419113943661972;0.9416867357142857;0.9375002757142857;0.9394267385714286;0.94219989;0.9383536714285714;0.9424286614285714;0.9414106371428571;0.94067361;0.9369196157142857
9;0.940739239750277;80;0.938302128;0.9400039527027026;0.93938495;0.9404636756756757;0.9435135513513514;0.938282404054054;0.9414206594594594;0.9385262675675675;0.9417420027027027;0.9433162135135135
10;0.9407411981005537;80;0.9407520918918919;0.9378762479452055;0.9428329739726028;0.9408295520547946;0.9376145328767124;0.9417327684931507;0.9363820767123288;0.9432060890410959;0.9432411232876712;0.9374546506849315
11;0.9407431564508305;80;0.9394889794871795;0.9406869597402597;0.9366833662337662;0.9445705636363636;0.9382502584415584;0.9408753727272727;0.9390988727272728;0.9423464571428571;0.9380120584415584;0.9421055779220779
12;0.9407451148011076;80;0.9425312175675675;0.9380325438356164;0.9408664972602739;0.9398035438356165;0.9390241136986301;0.9438697164383562;0.9382170849315068;0.940334802739726;0.9410559821917808;0.9382302397260274
13;0.9407470731513844;80;0.9403928698630137;0.9436371666666666;0.9368157180555555;0.9404746083333333;0.9395858625;0.9364512847222222;0.9442660888888889;0.9393859680555555;0.9388294375;0.9430230069444444
14;0.9407490315016611;80;0.9366327794520548;0.9399207833333333;0.9384083486111111;0.9393176527777778;0.9414391152777778;0.9425726736111111;0.9383036402777778;0.9414264638888888;0.9420406902777778;0.9361969444444445
15;0.9407509898519382;80;0.9428837;0.9445114185714286;0.9396340885714286;0.9383959685714286;0.9391195385714286;0.9404110814285714;0.9365215885714285;0.9448220628571429;0.9418375857142857;0.9390735942857142
16;0.9407529482022149;80;0.9405705861111111;0.9395988929577465;0.9435749154929578;0.9399988309859155;0.937501409859155;0.942277738028169;0.939204152112676;0.942114561971831;0.9426417183098591;0.9410876676056338
17;0.9407549065524917;80;0.9396161716216216;0.9432029602739725;0.936225702739726;0.9403207835616438;0.9407077561643835;0.9378268397260274;0.9440103520547946;0.9382039575342466;0.9396237547945205;0.9421758835616438
18;0.9407568649027686;80;0.9366252893333333;0.943165327027027;0.9399393256756756;0.9379432121621621;0.9419299797297297;0.9363164648648649;0.9446849378378378;0.939192772972973;0.9398648743243243;0.9417589986486486
19;0.9407588232530455;80;0.943078824;0.9374330959459459;0.9405897648648649;0.9411186135135136;0.9388414391891892;0.9433845405405406;0.9388654391891892;0.9396057986486487;0.9416006135135135;0.9407307716216217
20;0.9407607816033223;80;0.9408642342105263;0.9421880733333333;0.9366457613333333;0.9419652346666667;0.936972504;0.9446153026666667;0.9391309506666666;0.93995828;0.9414516173333334;0.9386743186666666
