;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
0;0;0.940721614597785;80;0.934950608;0.9472808625;0.9368174499999999;0.9324220916666667;0.9542804708333333;0.9273398291666667;0.9519031208333333;0.9400751833333333;0.9273418083333334;0.9494954583333334;0.9424865833333333;0.9381251666666667;0.937905525;0.9432999208333334;0.9376045791666666;0.9399843958333334;0.9496252583333333;0.9295567958333333;0.9414645541666666;0.9444540708333333;0.9325411041666667;0.952657675;0.9382898166666667;0.9325996208333334;0.9400953458333333;0.9399084666666667;0.9520202125;0.9335724916666667;0.9383897666666666;0.9377461375;;;
1;0;0.940723572948062;80;0.9385960541666667;0.9426256478260869;0.9439111913043479;0.9431054608695653;0.935277947826087;0.935450747826087;0.9452333217391304;0.9438177695652173;0.9370447478260869;0.9401464304347826;0.9428836304347826;0.9369400304347826;0.9443682913043479;0.9368717652173914;0.9371803043478261;0.9514172217391305;0.9339686695652174;0.9316217739130435;0.9494383304347827;0.9392221913043478;0.9420805826086956;0.9434594739130435;0.9230858304347827;0.9494568130434783;0.9500900869565218;0.9305587608695652;0.9403038913043478;0.9337867347826087;0.9516019434782609;0.9462618434782608;;;
2;0;0.9407255312983389;80;0.940268652;0.9429968625;0.9531957791666666;0.9242972916666666;0.9396421708333333;0.9442994708333333;0.9372606375;0.9505825583333334;0.9320818125;0.9385538666666666;0.9408668458333334;0.9393357416666667;0.9514307125;0.9312770125;0.9315085125;0.9488249416666666;0.9385107291666667;0.9467749958333334;0.9397529166666667;0.9322112333333333;0.9366237541666667;0.9503139458333334;0.9406983333333333;0.9351620291666667;0.9463488833333333;0.9314470083333334;0.9433340541666667;0.9506641708333333;0.9289246458333333;0.9440138125;;;
3;0;0.9407274896486156;80;0.9387432173913044;0.9307170318181818;0.9541862227272727;0.9420350454545454;0.9276237590909091;0.9547511863636363;0.9302425;0.9459484727272727;0.9370479136363636;0.9358104227272728;0.9578205227272727;0.9256487090909091;0.9314429909090909;0.9565455863636364;0.9350662545454546;0.9436895181818182;0.9315372545454546;0.9431001636363636;0.9461002909090909;0.9381397227272728;0.9363515318181819;0.9477209409090909;0.93579435;0.9347066545454545;0.944975;0.9436240909090909;0.9433942318181818;0.9308044363636364;0.9320443681818182;0.9573209681818182;;;
4;0;0.9407294479988926;80;0.943738396;0.9356699291666667;0.9423721291666667;0.9350553208333333;0.9439218333333333;0.9450254083333334;0.9359486583333333;0.9383749291666666;0.9409683375;0.9342835791666667;0.9573089333333333;0.9312865833333334;0.9356419041666667;0.9434699833333333;0.9347451458333333;0.9518924708333333;0.9384857;0.93490515;0.9390172;0.9403179041666667;0.9499184208333333;0.9372272375;0.9358517166666667;0.9387060416666667;0.9326898791666667;0.9569606875;0.9393487958333333;0.9355719666666666;0.936658125;0.9370697791666667;;;
5;0;0.9407314063491695;80;0.9352511333333333;0.9424337608695652;0.9429344;0.9443316217391304;0.9337404782608696;0.9338383826086957;0.9493575260869566;0.9420096608695652;0.9410065;0.9325346782608696;0.9306565043478261;0.9571621260869565;0.9406354434782609;0.9337245739130435;0.9393686347826087;0.9349655826086957;0.9587706782608696;0.9293583695652173;0.9386416173913044;0.9397292869565217;0.9386273391304347;0.9551011652173913;0.9256597043478261;0.9393070391304348;0.956210047826087;0.9245806391304348;0.9487853130434782;0.9342333869565217;0.9354307260869565;0.9607180347826086;;;
6;0;0.9407333646994462;80;0.9538962666666666;0.9300471913043478;0.9411630869565217;0.9528155608695652;0.9288263;0.9397295434782609;0.9411340608695652;0.9382820652173913;0.9514685;0.9278076695652174;0.935090352173913;0.951267047826087;0.9384519826086957;0.9453071260869566;0.9308133695652174;0.9305720391304347;0.9580843;0.9403280782608696;0.9332928043478261;0.9413849130434783;0.9310500217391304;0.9596370695652174;0.9346110434782609;0.9317636260869565;0.9424003;0.9444673869565218;0.9403785304347826;0.9395913304347826;0.9359252347826087;0.9449793130434783;;;
7;0;0.9407353230497232;80;0.9379197347826087;0.9342304227272727;0.9446272181818182;0.9362299636363637;0.9499948;0.9287372727272727;0.9470146727272727;0.9462877136363637;0.9292897363636363;0.9351670409090909;0.9493115772727273;0.9419804772727273;0.9392564363636363;0.9329790318181819;0.9391479227272728;0.9554134590909091;0.9287728409090908;0.9386351636363637;0.9507161227272727;0.93167125;0.9403180772727273;0.9386931681818181;0.9465188863636363;0.9412466954545454;0.9323198318181818;0.9333144545454546;0.9572468181818181;0.9347668545454545;0.9334526318181818;0.9446990363636364;0.9386503090909091;;
8;0;0.9407372813999999;80;0.9484697913043478;0.9335880090909091;0.9443354454545454;0.9403580272727273;0.9360175636363637;0.9528776045454546;0.9276847454545455;0.9363318772727273;0.9471528409090909;0.94637575;0.9323753727272728;0.9385325409090909;0.9410720590909091;0.9475350318181818;0.9395468409090909;0.9303219136363636;0.9514462409090909;0.9394355363636364;0.9298534909090909;0.9467158772727273;0.9404314818181818;0.946646059090909;0.9319244045454546;0.9300450954545455;0.9599429954545454;0.9327218681818182;0.9363915863636364;0.9435378272727273;0.9409522818181818;0.9438278545454546;0.9284133681818182;;
9;0;0.940739239750277;80;0.933791712;0.9447015958333334;0.9365815;0.9430276583333334;0.9494935916666667;0.9276443249999999;0.9411415291666667;0.9481116166666667;0.9301582125;0.9527816666666666;0.9333503416666666;0.9337402166666666;0.94909175;0.9350722041666667;0.9479970291666666;0.9380225291666666;0.9336297833333334;0.9418775083333334;0.9416239833333333;0.94467705;0.9384920375;0.9385668958333333;0.9385472333333333;0.9388312791666666;0.950017575;0.9352964541666666;0.9391205416666667;0.9352369083333333;0.9383878583333334;0.9581695916666667;;;
