;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
0;0;0.9409897938723221;447;0.94094581;0.9376663212121212;0.9451635343434344;0.9448295090909091;0.9427506747474748;0.9391668838383839;0.9440119545454545;0.9401823656565657;0.9397394595959596;0.9427390707070707;0.9381566585858586;0.9462054636363636;0.9369793464646464;0.9425861666666667;0.9434518878787879;0.9414983303030303;0.945896106060606;0.9365511141414141;0.9449282373737373;0.9390356303030303;0.9418597222222223;0.9458975242424242;0.9379833070707071;0.9403630474747474;0.9421963868686869;0.9386307707070707;0.9420317353535353;0.944057896969697;0.945883601010101;0.9377848585858586;100.0
1;0;0.9409884010951427;447;0.9422536508474576;0.9389428188034188;0.9433950418803418;0.9440382;0.9403768572649572;0.9418755188034188;0.9389254222222222;0.9410626700854701;0.9380533854700854;0.9426144641025641;0.9428588324786324;0.9398275230769231;0.9446227504273504;0.9422270700854701;0.9402877025641025;0.9384495179487179;0.9418916726495726;0.9454675085470086;0.9384401316239316;0.9446922606837607;0.938712441025641;0.9443700299145299;0.940258405982906;0.9469367094017094;0.9335565948717949;0.9420060341880342;0.9413274606837607;0.9467029803418804;0.9380685581196582;0.9469863735042735;84.74576271186442
2;0;0.9409870083179631;447;0.9393607601851852;0.9410308401869159;0.9453154654205608;0.9313667607476636;0.9491972887850467;0.9331940271028037;0.9459766579439253;0.9424325289719626;0.9437682588785047;0.9416703588785047;0.9391366112149533;0.9440928457943926;0.9432861448598131;0.9449455887850468;0.9383809168224299;0.9403152028037384;0.939508561682243;0.9432400271028037;0.9421570224299065;0.9470858663551401;0.9352576719626168;0.9426586588785046;0.9418528355140187;0.9438917560747664;0.9434739317757009;0.9374105710280374;0.9409259373831775;0.9396809831775701;0.9438422056074767;0.9408531757009346;92.59259259259258
3;0;0.9409856155407835;447;0.948432513;0.935678693939394;0.9462852646464647;0.9394505939393939;0.9415115080808081;0.941003101010101;0.9439285626262627;0.9433799787878788;0.9379858444444444;0.9428030767676767;0.943201095959596;0.9423984151515151;0.9461128151515151;0.9370473323232323;0.9435563484848485;0.9428277131313131;0.9402558717171717;0.9385245929292929;0.9461502797979798;0.9440790444444445;0.9357815333333334;0.9371872858585859;0.947175193939394;0.9408614323232323;0.9454153040404041;0.937399302020202;0.9442052393939394;0.9398447929292929;0.9404124434343434;0.9436388838383838;100.0
4;0;0.940984222763604;447;0.9376651587719298;0.9446990115044248;0.9431052230088496;0.9445649814159292;0.9379952938053098;0.9431610123893805;0.9385835115044248;0.9441552256637168;0.9429422380530973;0.9407263026548672;0.9402868734513274;0.9419096442477876;0.944721289380531;0.9422641380530974;0.9414959592920354;0.9402968805309735;0.9408749168141592;0.9424902628318584;0.9404290061946903;0.9413807061946903;0.9406046079646018;0.9424466309734514;0.9395743079646017;0.9486748194690265;0.9335333132743363;0.9470730079646018;0.9403423238938053;0.9426787008849558;0.944801289380531;0.9365221061946902;87.71929824561403
5;0;0.9409828299864246;447;0.944410271;0.9379557838383838;0.9435943787878788;0.9409712272727273;0.946160598989899;0.9378106747474747;0.9401020434343434;0.9423695939393939;0.937945002020202;0.9456483171717172;0.940459093939394;0.945278309090909;0.9401641060606061;0.9405068070707071;0.9400396737373737;0.9457848373737374;0.9421103575757576;0.9358684171717172;0.9464054282828283;0.9356997606060606;0.9391816737373737;0.9454785727272728;0.9391632636363636;0.9449369313131313;0.9378214707070707;0.9412754858585859;0.9419505757575758;0.944845701010101;0.9412660282828282;0.9399299787878788;100.0
6;0;0.9409814372092451;447;0.9453689642276423;0.9407335852459017;0.9410132950819672;0.9431540057377049;0.9382641901639345;0.9473440524590164;0.9351679565573771;0.9476700442622951;0.9384172836065574;0.9473050459016393;0.9386957450819672;0.9430956811475409;0.9413231934426229;0.9428050024590164;0.940626018852459;0.944794736885246;0.9402544442622951;0.9405994508196721;0.9427301926229508;0.9453934319672131;0.9401363270491804;0.9420279049180328;0.9405539918032787;0.9419162401639344;0.9390938909836065;0.9425086598360656;0.9374386049180328;0.9440603401639345;0.9432701344262295;0.9410988131147541;81.30081300813008
7;0;0.9409800444320655;447;0.9396763869565218;0.9437587912280702;0.9416356280701754;0.9402392877192982;0.9437070403508772;0.9416068596491228;0.9427649850877193;0.9447849289473684;0.9370943149122807;0.9388985885964912;0.9432147578947369;0.9397998096491228;0.948919649122807;0.9397393324561404;0.9395745096491228;0.9406353184210526;0.9408453921052632;0.9464983315789474;0.9376127;0.9435368228070176;0.9376213412280702;0.9447880789473684;0.9386035368421053;0.9432314324561404;0.9402514307017544;0.9432729017543859;0.9387434403508772;0.9460449578947369;0.938919101754386;0.9406272228070175;86.95652173913044
8;0;0.940978651654886;447;0.935086709;0.9414018363636364;0.9361958696969697;0.9444648393939394;0.9456618323232323;0.9404243636363636;0.9415026;0.9410013383838384;0.9438828818181818;0.9378831414141414;0.9442716272727273;0.9403359363636363;0.9407957797979798;0.9382642666666666;0.941937501010101;0.9431975151515152;0.937507404040404;0.9494427777777777;0.9365975656565656;0.9464974414141414;0.942485407070707;0.9411145292929293;0.9440800474747475;0.9417868585858585;0.937262090909091;0.9464147252525252;0.9330644888888889;0.9468904696969697;0.9388062505050505;0.9510688222222222;100.0
9;0;0.9409772588777066;447;0.94635405625;0.9437404963963963;0.9386675333333333;0.9380063387387387;0.943234281981982;0.9460106387387387;0.9404906;0.9432349765765766;0.9364274594594595;0.945908;0.9383705954954955;0.9467789693693693;0.9405662972972973;0.9352006972972973;0.9442493558558559;0.9409272774774775;0.9456184477477477;0.9417912648648649;0.9415675585585586;0.9390398;0.9407139522522523;0.9442468576576577;0.9356896873873873;0.9476683900900901;0.9322167333333333;0.9472530504504505;0.9384311099099099;0.9476952468468468;0.9384776783783784;0.9433747657657657;89.28571428571429
