;0;1;2;3;4;5;6;7;8
0;0;0.940721614597785;80;0.9388337848684211;0.941931119205298;0.9397662377483443;0.940407957615894;0.9394277046357616;10.611205432937181
1;0;0.940723572948062;80;0.9392896040816326;0.9406650746575342;0.9418950712328767;0.9386865116438357;0.9399692582191781;10.97213078779899
2;0;0.9407255312983389;80;0.9408476553333334;0.9399797348993288;0.9414706986577182;0.93916822147651;0.9408677268456376;10.75268817204301
3;0;0.9407274896486156;80;0.9406878914893617;0.9399830571428571;0.938945085;0.9428253442857143;0.9381039557142857;11.439029970258522
4;0;0.9407294479988926;80;0.940892752;0.9396515328859061;0.9397934899328859;0.9401037355704698;0.939654122147651;10.75268817204301
5;0;0.9407314063491695;80;0.9391394951724138;0.9415427930555555;0.9403317534722222;0.9387754590277778;0.9423827506944444;11.123470522803116
6;0;0.9407333646994462;80;0.9413225689655172;0.9406070006944445;0.9410001722222222;0.9393973618055556;0.9393265465277778;11.123470522803116
7;0;0.9407353230497232;80;0.9390579083916084;0.9404257183098591;0.941346026056338;0.9387468176056338;0.9402621936619718;11.279043537108054
8;0;0.9407372813999999;80;0.941697609090909;0.9388440605633803;0.9394070169014085;0.9430642126760563;0.937834147887324;11.279043537108054
9;0;0.940739239750277;80;0.9391673907284768;0.9397095853333334;0.9401690806666667;0.9400424193333333;0.9427095653333334;10.681478316599017
10;0;0.9407411981005537;80;0.9392423141891892;0.9420157979591837;0.9397210952380952;0.9396503972789115;0.9402191142857143;10.897994768962512
11;0;0.9407431564508305;80;0.9401728923566879;0.9407070538461538;0.9392564865384615;0.9408539057692308;0.939668317948718;10.273268954181221
12;0;0.9407451148011076;80;0.9402230047297297;0.9403094278911565;0.9416101768707483;0.9391408782312926;0.9395522741496599;10.897994768962512
13;0;0.9407470731513844;80;0.9421395904761904;0.9390949773972602;0.9384632082191781;0.9403685020547945;0.9414647232876713;10.97213078779899
