;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
0;0;0.9409897938723221;447;0.939312896;0.9449689336683417;0.9409595597989949;0.9420767582914573;0.9412278793969849;0.9421760879396985;0.9397451351758794;0.9424516603015075;0.9411862974874372;0.9419946371859297;0.9438633351758794;0.9391866693467337;0.9403879306532663;0.9430539341708543;0.9418114140703517;50.0
1;0;0.9409884010951427;447;0.9406457666666667;0.9436548974576271;0.9410990326271187;0.9399318466101695;0.9402996529661017;0.9412184881355932;0.943580325;0.9394997008474576;0.9439423046610169;0.9409631059322033;0.9413586131355932;0.944002809322034;0.9387221436440678;0.9434561012711864;0.9422392830508475;42.19409282700421
2;0;0.9409870083179631;447;0.9402252608294931;0.9382921550925926;0.9411441361111111;0.9442425203703704;0.9427241393518518;0.9417284879629629;0.9439230518518519;0.9399426574074075;0.9409878203703703;0.9446604527777778;0.9389852462962963;0.9430227449074075;0.9402785;0.9399878388888889;0.942922500462963;46.08294930875576
3;0;0.9409856155407835;447;0.942112845;0.9428977236180904;0.9412943753768844;0.9436871376884423;0.9403997869346734;0.9428143577889447;0.9415986768844221;0.9431931150753768;0.9394268793969849;0.9450869577889447;0.9365226050251256;0.9439878386934674;0.9414288165829146;0.9420376361809045;0.9420379396984925;50.0
4;0;0.940984222763604;447;0.9411671394736842;0.9437789898678414;0.9405679938325991;0.941341168722467;0.9418236898678414;0.9411210801762114;0.9435424594713656;0.9409331704845815;0.9417066251101321;0.9408850581497797;0.941474354185022;0.9441156422907488;0.9403079603524229;0.9414914735682819;0.9406677889867842;43.859649122807014
5;0;0.9409828299864246;447;0.941203984;0.942281883919598;0.9420011608040201;0.9412440844221106;0.9418013824120604;0.9428766768844221;0.9403643341708543;0.9428894969849246;0.939030059798995;0.9410139698492462;0.9423748733668341;0.9420145879396985;0.9395770994974875;0.9433765291457287;0.940625083919598;50.0
6;0;0.9409814372092451;447;0.942971085020243;0.942079956097561;0.942934231300813;0.941541187804878;0.9427664357723577;0.9407899191056911;0.9419420455284553;0.9428413158536585;0.9405369979674797;0.9437216760162601;0.940955024796748;0.9415807638211382;0.9408229146341464;0.9408129459349593;0.9415564467479675;40.48582995951417
7;0;0.9409800444320655;447;0.94171474;0.9409682248908297;0.9426366834061135;0.9437638877729257;0.9380440288209607;0.9415282406113538;0.9443106851528384;0.9401177829694323;0.9436416458515284;0.9405537847161572;0.9412140008733625;0.9408966834061135;0.9417528681222708;0.9423898580786026;0.9397834222707424;43.47826086956522
8;0;0.940978651654886;447;0.9382077385;0.940293375879397;0.9430190246231156;0.9412500201005025;0.9408914266331658;0.9422807060301508;0.939610508040201;0.9425857743718593;0.943537267839196;0.941510356281407;0.9417752733668342;0.942958191959799;0.9418347005025126;0.939971567839196;0.9449148673366834;50.0
9;0;0.9409772588777066;447;0.9450358493333333;0.9383458330357143;0.9445399473214285;0.9419914575892857;0.9410024258928571;0.9424924924107143;0.9381459888392857;0.9425104571428572;0.9434874785714286;0.940680478125;0.9422478071428572;0.9418628647321429;0.9402316973214285;0.94222395;0.9416887973214285;44.444444444444436
10;0;0.940975866100527;447;0.941662344;0.9423988763819096;0.9414617547738694;0.9397420718592965;0.944227624120603;0.9404206060301508;0.9417277276381909;0.9399130005025126;0.941062912562814;0.9414806633165829;0.9406924236180905;0.9401634492462312;0.9420124311557789;0.9414570261306533;0.9407745040201005;50.0
11;0;0.9409744733233476;447;0.9405071411255411;0.9419695643478261;0.9426791047826087;0.9431857117391305;0.9429855508695653;0.9398437817391304;0.9425129365217392;0.9425874086956522;0.9417189986956521;0.9415980713043478;0.9406526621739131;0.9419807234782609;0.9404462460869565;0.9417987491304348;0.9421406165217391;43.290043290043286
12;0;0.940973080546168;447;0.9401636675;0.9434303638190955;0.9408003748743718;0.9427326030150753;0.9424308341708543;0.9423733653266332;0.9411949733668342;0.9442003306532664;0.9388914231155779;0.9422786653266332;0.9401611884422111;0.9416201879396985;0.9420022396984925;0.9417133135678392;0.9400338688442211;50.0
13;0;0.9409716877689884;447;0.940952776;0.9397273351758794;0.942324820603015;0.9406018120603015;0.9421663140703518;0.9430441175879397;0.9408571859296483;0.9405775060301508;0.9429016336683417;0.9394089773869346;0.9429409562814071;0.9437358422110553;0.9415123145728643;0.9419888125628141;0.9424900351758794;50.0
14;0;0.940970294991809;447;0.9396095125;0.9427539447236181;0.9400769472361808;0.9413855824120603;0.9415563085427135;0.9406401934673367;0.9417802829145728;0.9412132391959799;0.9417462773869347;0.9414729854271356;0.9436348386934673;0.9401220773869347;0.9415295226130653;0.9425644175879397;0.9404774206030151;50.0
15;0;0.9409689022146295;447;0.9392577;0.9421035705;0.94206214;0.9422087895;0.942970003;0.9391730495;0.942757187;0.9397054;0.9412905695;0.94305685;0.940581308;0.9417822285;0.9422745435;0.941573316;0.938525615;49.75124378109453
16;0;0.9409675094374498;447;0.9399447368200837;0.9410462386554622;0.9459696142857142;0.9416708323529411;0.9428961579831933;0.9398580004201681;0.9396409819327731;0.9414933306722689;0.9407898449579832;0.9426220558823529;0.9398313348739495;0.9443131852941177;0.9411569365546218;0.9405729046218487;0.9431992483193278;41.84100418410041
17;0;0.9409661166602704;447;0.9389383590163934;0.9415622534979424;0.9427755761316873;0.9438063551440329;0.9426536938271605;0.9393817802469135;0.9422265502057613;0.9455998604938272;0.941637661728395;0.9411637588477366;0.9408111473251028;0.9411356037037037;0.9419266;0.9413782609053498;0.9413497654320988;40.983606557377044
18;0;0.9409647238830907;447;0.9428503285714286;0.9423337118811881;0.9424898653465347;0.9401264698019802;0.9435431826732673;0.9383262846534653;0.944755095049505;0.9410239247524752;0.941528504950495;0.9415485386138613;0.9408155757425742;0.9401772658415841;0.9427953935643565;0.9419194336633663;0.941071056930693;49.26108374384236
19;0;0.9409633311059115;447;0.9410332535;0.9403602648241206;0.9397851804020101;0.9430133311557789;0.9420849261306533;0.9417760190954774;0.9424437562814071;0.9404622251256282;0.9416447693467337;0.9424978763819095;0.9430138859296483;0.940691496482412;0.9456371040201005;0.9383378391959799;0.9421788487437186;50.0
