waveform;Bridge
t0;19/11/2021  12:11:32,199993
delta t;0,000500

time;Bridge
19/11/2021  12:11:32,199993;1,135048E-3
19/11/2021  12:11:32,200493;1,135400E-3
19/11/2021  12:11:32,200993;1,135218E-3
19/11/2021  12:11:32,201493;1,135566E-3
19/11/2021  12:11:32,201993;1,135978E-3
19/11/2021  12:11:32,202493;1,134348E-3
19/11/2021  12:11:32,202993;1,134508E-3
19/11/2021  12:11:32,203493;1,135823E-3
19/11/2021  12:11:32,203993;1,135623E-3
19/11/2021  12:11:32,204493;1,134666E-3
19/11/2021  12:11:32,204993;1,134619E-3
19/11/2021  12:11:32,205493;1,136544E-3
19/11/2021  12:11:32,205993;1,136163E-3
19/11/2021  12:11:32,206493;1,135313E-3
19/11/2021  12:11:32,206993;1,135122E-3
19/11/2021  12:11:32,207493;1,135432E-3
19/11/2021  12:11:32,207993;1,136201E-3
19/11/2021  12:11:32,208493;1,135325E-3
19/11/2021  12:11:32,208993;1,135966E-3
19/11/2021  12:11:32,209493;1,135894E-3
19/11/2021  12:11:32,209993;1,135072E-3
19/11/2021  12:11:32,210493;1,135394E-3
19/11/2021  12:11:32,210993;1,135602E-3
19/11/2021  12:11:32,211493;1,135429E-3
19/11/2021  12:11:32,211993;1,135593E-3
19/11/2021  12:11:32,212493;1,135257E-3
19/11/2021  12:11:32,212993;1,135578E-3
19/11/2021  12:11:32,213493;1,135432E-3
19/11/2021  12:11:32,213993;1,134655E-3
19/11/2021  12:11:32,214493;1,135713E-3
19/11/2021  12:11:32,214993;1,136171E-3
19/11/2021  12:11:32,215493;1,135295E-3
19/11/2021  12:11:32,215993;1,136407E-3
19/11/2021  12:11:32,216493;1,135477E-3
19/11/2021  12:11:32,216993;1,134890E-3
19/11/2021  12:11:32,217493;1,135441E-3
19/11/2021  12:11:32,217993;1,134818E-3
19/11/2021  12:11:32,218493;1,135197E-3
19/11/2021  12:11:32,218993;1,135099E-3
19/11/2021  12:11:32,219493;1,134857E-3
19/11/2021  12:11:32,219993;1,135200E-3
19/11/2021  12:11:32,220493;1,135710E-3
19/11/2021  12:11:32,220993;1,135808E-3
19/11/2021  12:11:32,221493;1,136320E-3
19/11/2021  12:11:32,221993;1,135289E-3
19/11/2021  12:11:32,222493;1,135110E-3
19/11/2021  12:11:32,222993;1,134255E-3
19/11/2021  12:11:32,223493;1,135605E-3
19/11/2021  12:11:32,223993;1,135838E-3
19/11/2021  12:11:32,224493;1,134619E-3
19/11/2021  12:11:32,224993;1,135757E-3
19/11/2021  12:11:32,225493;1,134440E-3
19/11/2021  12:11:32,225993;1,135674E-3
19/11/2021  12:11:32,226493;1,134604E-3
19/11/2021  12:11:32,226993;1,135227E-3
19/11/2021  12:11:32,227493;1,135724E-3
19/11/2021  12:11:32,227993;1,135313E-3
19/11/2021  12:11:32,228493;1,135623E-3
19/11/2021  12:11:32,228993;1,136389E-3
19/11/2021  12:11:32,229493;1,135614E-3
19/11/2021  12:11:32,229993;1,135024E-3
19/11/2021  12:11:32,230493;1,134339E-3
19/11/2021  12:11:32,230993;1,135566E-3
19/11/2021  12:11:32,231493;1,136168E-3
19/11/2021  12:11:32,231993;1,134178E-3
19/11/2021  12:11:32,232493;1,134806E-3
19/11/2021  12:11:32,232993;1,136079E-3
19/11/2021  12:11:32,233493;1,135477E-3
19/11/2021  12:11:32,233993;1,134359E-3
19/11/2021  12:11:32,234493;1,134988E-3
19/11/2021  12:11:32,234993;1,135292E-3
19/11/2021  12:11:32,235493;1,134500E-3
19/11/2021  12:11:32,235993;1,134538E-3
19/11/2021  12:11:32,236493;1,135352E-3
19/11/2021  12:11:32,236993;1,135677E-3
19/11/2021  12:11:32,237493;1,136216E-3
19/11/2021  12:11:32,237993;1,135549E-3
19/11/2021  12:11:32,238493;1,136481E-3
19/11/2021  12:11:32,238993;1,135212E-3
19/11/2021  12:11:32,239493;1,134979E-3
19/11/2021  12:11:32,239993;1,135274E-3
19/11/2021  12:11:32,240493;1,136425E-3
19/11/2021  12:11:32,240993;1,135346E-3
19/11/2021  12:11:32,241493;1,135173E-3
19/11/2021  12:11:32,241993;1,135939E-3
19/11/2021  12:11:32,242493;1,135459E-3
19/11/2021  12:11:32,242993;1,135131E-3
19/11/2021  12:11:32,243493;1,135072E-3
19/11/2021  12:11:32,243993;1,135727E-3
19/11/2021  12:11:32,244493;1,135549E-3
19/11/2021  12:11:32,244993;1,135733E-3
19/11/2021  12:11:32,245493;1,136666E-3
19/11/2021  12:11:32,245993;1,135110E-3
19/11/2021  12:11:32,246493;1,136410E-3
19/11/2021  12:11:32,246993;1,135331E-3
19/11/2021  12:11:32,247493;1,135310E-3
19/11/2021  12:11:32,247993;1,135605E-3
19/11/2021  12:11:32,248493;1,135480E-3
19/11/2021  12:11:32,248993;1,135721E-3
19/11/2021  12:11:32,249493;1,134714E-3
19/11/2021  12:11:32,249993;1,135167E-3
19/11/2021  12:11:32,250493;1,135534E-3
19/11/2021  12:11:32,250993;1,135665E-3
19/11/2021  12:11:32,251493;1,136163E-3
19/11/2021  12:11:32,251993;1,134899E-3
19/11/2021  12:11:32,252493;1,134687E-3
19/11/2021  12:11:32,252993;1,135301E-3
19/11/2021  12:11:32,253493;1,134932E-3
19/11/2021  12:11:32,253993;1,135015E-3
19/11/2021  12:11:32,254493;1,134049E-3
19/11/2021  12:11:32,254993;1,135504E-3
19/11/2021  12:11:32,255493;1,136237E-3
19/11/2021  12:11:32,255993;1,135048E-3
19/11/2021  12:11:32,256493;1,136160E-3
19/11/2021  12:11:32,256993;1,135671E-3
19/11/2021  12:11:32,257493;1,136174E-3
19/11/2021  12:11:32,257993;1,134914E-3
19/11/2021  12:11:32,258493;1,135906E-3
19/11/2021  12:11:32,258993;1,135563E-3
19/11/2021  12:11:32,259493;1,135432E-3
19/11/2021  12:11:32,259993;1,135236E-3
19/11/2021  12:11:32,260493;1,134947E-3
19/11/2021  12:11:32,260993;1,135420E-3
19/11/2021  12:11:32,261493;1,134964E-3
19/11/2021  12:11:32,261993;1,134833E-3
19/11/2021  12:11:32,262493;1,134848E-3
19/11/2021  12:11:32,262993;1,135507E-3
19/11/2021  12:11:32,263493;1,134210E-3
19/11/2021  12:11:32,263993;1,135724E-3
19/11/2021  12:11:32,264493;1,135161E-3
19/11/2021  12:11:32,264993;1,135012E-3
19/11/2021  12:11:32,265493;1,135584E-3
19/11/2021  12:11:32,265993;1,135245E-3
19/11/2021  12:11:32,266493;1,135721E-3
19/11/2021  12:11:32,266993;1,134544E-3
19/11/2021  12:11:32,267493;1,135531E-3
19/11/2021  12:11:32,267993;1,135975E-3
19/11/2021  12:11:32,268493;1,135742E-3
19/11/2021  12:11:32,268993;1,136055E-3
19/11/2021  12:11:32,269493;1,136717E-3
19/11/2021  12:11:32,269993;1,135143E-3
19/11/2021  12:11:32,270493;1,135188E-3
