waveform	Bridge	FTC1	FTC2	Bridge (Filtered)	T_env	T_cell
t0	30/11/2021  16:35:41,994809	30/11/2021  16:35:41,994809	30/11/2021  16:35:41,994809	30/11/2021  16:35:41,994809	30/11/2021  16:35:41,333948	30/11/2021  16:35:41,333948
delta t	0,000100	0,000100	0,000100	0,000100	0,512821	0,512821

time	Bridge	FTC1	FTC2	Bridge (Filtered)	T_env	T_cell
30/11/2021  16:35:41,994809	9,427530E-1	2,001140E-2	1,157841E-2	2,747794E-5	1,077153E+2	1,084601E+2
30/11/2021  16:35:41,994909	9,430600E-1	1,283286E-1	1,205749E-1	1,889021E-4		
30/11/2021  16:35:41,995009	9,424102E-1	1,235499E-1	1,294210E-1	6,595922E-4		
30/11/2021  16:35:41,995109	9,416860E-1	1,181340E-1	1,275255E-1	1,619220E-3		
30/11/2021  16:35:41,995209	9,415251E-1	1,311958E-1	1,325804E-1	3,222325E-3		
30/11/2021  16:35:41,995309	9,417278E-1	1,276914E-1	1,322644E-1	5,600034E-3		
30/11/2021  16:35:41,995409	9,420437E-1	1,308772E-1	1,354238E-1	8,861765E-3		
30/11/2021  16:35:41,995509	9,420496E-1	1,305587E-1	1,253139E-1	1,309684E-2		
30/11/2021  16:35:41,995609	9,418708E-1	1,464877E-1	1,632258E-1	1,837595E-2		
30/11/2021  16:35:41,995709	9,419036E-1	1,321516E-1	1,347919E-1	2,475261E-2		
30/11/2021  16:35:41,995809	9,414953E-1	1,337445E-1	1,401627E-1	3,226444E-2		
30/11/2021  16:35:41,995909	9,410095E-1	1,213198E-1	1,237343E-1	4,093457E-2		
30/11/2021  16:35:41,996009	9,412688E-1	2,733874E-2	8,424277E-2	5,077282E-2		
30/11/2021  16:35:41,996109	9,418142E-1	8,786894E-2	1,092014E-1	6,177701E-2		
30/11/2021  16:35:41,996209	9,417307E-1	1,162226E-1	1,133085E-1	7,393421E-2		
30/11/2021  16:35:41,996309	9,413016E-1	9,392196E-2	1,057261E-1	8,722177E-2		
30/11/2021  16:35:41,996409	9,406101E-1	1,308772E-1	1,148882E-1	1,016083E-1		
30/11/2021  16:35:41,996509	9,402406E-1	1,789828E-1	1,594346E-1	1,170547E-1		
30/11/2021  16:35:41,996609	9,402883E-1	1,464877E-1	1,632258E-1	1,335150E-1		
30/11/2021  16:35:41,996709	9,400797E-1	1,022050E-1	7,981972E-2	1,509374E-1		
