;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;
0;0.940721615;80;0.935595957;0.936662575;0.944823695;0.95280316;0.920183755;0.95720354;0.926925235;0.952236985;0.93308422;0.946301665;0.93446353;0.93868674;0.94777485;0.931093355;0.95089216;0.93284476;0.949389685;0.9316442;0.941824035;0.941286725;0.9359167;0.94933621;0.93842245;0.93451069;0.93507486;0.951714155;0.932789085;0.94477186;0.94442402;0.92450902;0.942482225;0.953559015;0.9335968;0.94020613;0.94657899;;;;
1;0.940723573;80;0.943803314;0.935807485;0.943463135;0.941202255;0.938887155;0.950505305;0.922219655;0.94963226;0.940743435;0.94131203;0.940028795;0.942931815;0.93375601;0.935631315;0.95252876;0.93357347;0.93770002;0.95418791;0.9202104;0.943982525;0.951279975;0.9325528;0.944624465;0.94117912;0.94126633;0.918881075;0.969909045;0.922297655;0.94543341;0.947682275;0.929625435;0.93489689;0.956945075;0.93466106;0.930067605;;;;
2;0.940725531;80;0.942182271;0.95152264;0.92489445;0.95017974;0.936837645;0.93850381;0.9471514;0.939941815;0.93852526;0.939031125;0.94397833;0.939201745;0.93951082;0.94184832;0.941713665;0.930200305;0.949316325;0.9325757;0.946622965;0.93592576;0.949646115;0.92848729;0.94048818;0.950084765;0.927980285;0.9545483;0.93496452;0.93811723;0.92908302;0.96154136;0.926315645;0.94665639;0.943754145;0.92946939;0.93832773;;;;
3;0.94072749;80;0.938316055;0.932168858;0.953387589;0.930458274;0.950491489;0.932246363;0.949841584;0.932152779;0.943395063;0.939613584;0.944757326;0.932863311;0.944976353;0.939592405;0.927415937;0.960382842;0.931305995;0.942980126;0.9422248;0.937093863;0.930789884;0.9536584;0.936130558;0.937236868;0.948611405;0.931053516;0.932940611;0.957935895;0.928215526;0.946473763;0.943470089;0.931229258;0.937927232;0.951026768;0.930476995;;;;
4;0.940729448;80;0.939312229;0.942221315;0.938552495;0.94894494;0.9246289;0.94527113;0.94356615;0.936437855;0.94397747;0.942199195;0.935912225;0.93074588;0.961569125;0.926339835;0.944124765;0.947488445;0.92815046;0.935516595;0.954217375;0.9336273;0.93695467;0.953146785;0.92684311;0.935583975;0.9550607;0.93435861;0.934929865;0.95240768;0.931290125;0.927174175;0.959359985;0.93751864;0.93386129;0.95352905;0.930873995;;;;
5;0.940731406;80;0.92992027;0.956263347;0.934944926;0.940470005;0.945282963;0.932706611;0.931616368;0.956436837;0.932854853;0.939459179;0.949811184;0.929040958;0.931272442;0.962863753;0.926700021;0.945136411;0.940798995;0.933440426;0.938764237;0.947119226;0.934964016;0.946866168;0.939950358;0.935873316;0.943354589;0.9369281;0.940885574;0.950559684;0.9229996;0.962452521;0.921841363;0.942824963;0.941904426;0.950868568;0.920576753;;;;
6;0.940733365;80;0.95165547;0.931106621;0.954958295;0.924292621;0.955748779;0.931277595;0.937054911;0.948194016;0.941961342;0.929526384;0.954793226;0.927239858;0.932866684;0.959611653;0.930311853;0.938452874;0.952936926;0.926766353;0.932473853;0.961669479;0.922847426;0.951218984;0.940617189;0.936105489;0.932078147;0.957322411;0.922843726;0.955676611;0.933623495;0.937043032;0.946483574;0.928885626;0.949965016;0.942788395;0.935668226;;;;
7;0.940735323;80;0.935010435;0.934975858;0.951842074;0.932883711;0.928100921;0.966122258;0.922295;0.947872368;0.944547547;0.925228758;0.943696437;0.943537468;0.939289353;0.942236821;0.942757653;0.931624774;0.947247958;0.935351142;0.9455217;0.943873211;0.931801974;0.948538821;0.933768205;0.935502632;0.950842979;0.940336553;0.933009037;0.951585926;0.933196147;0.927853784;0.960437626;0.928844011;0.939065316;0.953073879;0.928458789;;;;
8;0.940737281;80;0.95374923;0.926379884;0.939159232;0.948825484;0.941919247;0.930029058;0.955124689;0.927117532;0.933454526;0.957852521;0.934808316;0.934515789;0.952761411;0.924306621;0.942474074;0.948371447;0.938353795;0.934676474;0.954017374;0.919548668;0.953127532;0.935615263;0.941822621;0.940935074;0.941563379;0.937472721;0.945463658;0.929050721;0.951766042;0.940467684;0.934068584;0.949919837;0.935677979;0.924278242;0.965340411;;;;
9;0.94073924;80;0.934203257;0.943313325;0.945955115;0.928515475;0.934216765;0.96195834;0.921338275;0.95210765;0.939629305;0.935885785;0.92794709;0.96073324;0.929195705;0.9386104;0.95584689;0.922132355;0.9417784;0.95215594;0.93622155;0.933961985;0.95524731;0.925194505;0.93405398;0.954309;0.93695581;0.9375114;0.94834311;0.933650755;0.93146301;0.956559935;0.933813635;0.93692497;0.943866835;0.94132407;0.92522798;;;;
